lat,lng,Title,City,State,Group,Ideology,Headquarters,Statewide,Year,UniqueID
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade Township,NEW JERSEY,"",Hate Music,"","",2017,463d1486-e0ea-425d-87ef-fbb87b040258
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade Township,NEW JERSEY,"",Hate Music,"","",2019,0e84be89-7497-49a9-bd10-581cc4aae084
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2002,a52f6fcc-8d95-48dd-a047-e1570eccbb76
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2003,7f314441-c52b-48d6-8bb0-88675ca5bfd5
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2004,0d34835b-29d3-4835-b532-12d6fbba955f
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2005,7de8b371-780c-4335-86e8-68051b8a48f7
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2006,a70b898e-2c33-4ee9-999f-6eca9ef8265d
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2007,949f1410-eec8-4158-87a3-318ca4bdd669
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2008,0e228664-c014-496b-9bb3-530f27f874de
39.9526127,-74.9923915,Aryan 88 - The Official Johnny Rebel Website,Maple Shade,NEW JERSEY,"",Hate Music,"","",2009,14e076bc-89c6-4c9b-9cf9-d3a47d0d1145
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2009,5991ffa9-004f-4980-ba43-7bcdc8e7293a
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2010,2ab11084-fad3-4008-a4a6-494f1de8fffb
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2011,c36347af-ad0d-456e-a97e-708e1d589ec2
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2012,7cc8b694-4a3b-4d7e-a5db-8e64ffdf3e7e
39.9526127,-74.9923915,Micetrap Distribution,Maple Shade,NEW JERSEY,"",Hate Music,"","",2013,cef792b4-d6a2-47b0-b948-6f66bf526be4
37.3058871,-89.9703793,The Straight Way and More,Marble Hill,MISSOURI,"",Anti-Muslim,Yes,"",2019,e97ede88-a29f-4633-9f56-e554710fa164
43.1706253,-75.2915564,World Church of the Creator,Marcy,NEW YORK,"",Neo-Nazi,"","",2000,86146d87-b970-482f-82ff-f8b998e18107
33.2917968,-112.4291464,Arizona White Pride,Maricopa County,ARIZONA,"",White Nationalist,"","",2008,63555edf-aad7-4a30-8ff3-0301717a37a5
33.2917968,-112.4291464,Sons of Aesir Motorcycle Club,Maricopa County,ARIZONA,"",General Hate,"","",2009,90c68bde-b445-4c23-b65a-6d3fe3e0b036
33.0581063,-112.0476423,National Socialist Movement,Maricopa,ARIZONA,National Socialist Movement,Neo-Nazi,"","",2018,3f5c6315-1229-4329-afce-a74d68f4ec30
33.0581063,-112.0476423,National Socialist Movement,Maricopa,ARIZONA,National Socialist Movement,Neo-Nazi,"","",2019,8545fd0e-4d82-4d68-91a9-bd1256741469
33.952602,-84.5499327,Crusade Against Corruption,Marietta,GEORGIA,"",General Hate,"","",2000,61a0890e-1539-4579-91ff-325fe0a0802b
33.952602,-84.5499327,Truth At Last,Marietta,GEORGIA,"",General Hate,"","",2000,a170797f-e278-4587-b230-3c28876a4711
33.952602,-84.5499327,Confederate Hammerskins,Marietta,GEORGIA,"",Racist Skinhead,"","",2003,c5c1603d-7136-4a05-94a1-cee57de7b8ad
33.952602,-84.5499327,Confederate Hammerskins,Marietta,GEORGIA,"",Racist Skinhead,"","",2004,8c2acf79-b3ef-4812-b5af-4c5fd294821a
33.952602,-84.5499327,National Socialist Movement,Marietta,GEORGIA,National Socialist Movement,Neo-Nazi,"","",2004,8285332a-933c-4fcf-a2be-b67ac448d869
33.952602,-84.5499327,National Socialist Movement,Marietta,GEORGIA,National Socialist Movement,Neo-Nazi,"","",2005,b3e89633-25b6-4f7a-aed8-dde1faa32391
33.952602,-84.5499327,islam: the Religion of Peace (and a big stack of dead bodies),Marietta,GEORGIA,"",Anti-Muslim,"","",2011,fca349ba-3077-4396-a89e-ddcddb53abaf
33.952602,-84.5499327,Nation of Islam,Marietta,GEORGIA,Nation of Islam,Black Separatist,"","",2011,0ece555d-f0f7-4395-8926-cd745f026df6
33.952602,-84.5499327,Islam: Making a True Difference in the World -- One Body at a Time,Marietta,GEORGIA,"",Anti-Muslim,"","",2012,af7de484-a0d3-4180-a4f1-6060f2d730cf
33.952602,-84.5499327,islam: the Religion of Peace (and a big stack of dead bodies),Marietta,GEORGIA,"",Anti-Muslim,"","",2012,f8d476c3-2607-4745-83b1-3cd73a2bd11a
33.952602,-84.5499327,Islam: Making a True Difference in the World -- One Body at a Time,Marietta,GEORGIA,"",Anti-Muslim,"","",2013,dfe579df-69c1-4d19-bf1d-e140aed2f68b
33.952602,-84.5499327,islam: the Religion of Peace (and a big stack of dead bodies),Marietta,GEORGIA,"",Anti-Muslim,"","",2013,6fd923e9-134b-4d66-8119-aa528aec34b7
33.952602,-84.5499327,Truth At Last,Marietta,GEORGIA,"",General Hate,"","",2013,520071f1-b8f6-44a0-95e9-2103068db102
33.952602,-84.5499327,Islam: Making a True Difference in the World -- One Body at a Time,Marietta,GEORGIA,"",Anti-Muslim,"","",2014,fcef55df-a2a4-46a4-a00c-265797ff5111
33.952602,-84.5499327,islam: the Religion of Peace (and a big stack of dead bodies),Marietta,GEORGIA,"",Anti-Muslim,"","",2014,cbbeff58-19f1-4127-8b19-799e63095f14
33.952602,-84.5499327,Truth At Last,Marietta,GEORGIA,"",General Hate,"","",2014,40b61707-aace-4462-9211-3eaaac4f4b9c
33.952602,-84.5499327,Islam: Making a True Difference in the World -- One Body at a Time,Marietta,GEORGIA,"",Anti-Muslim,"","",2015,a8cd0bc0-6ea5-422f-b52c-f45049119c40
33.952602,-84.5499327,islam: the Religion of Peace (and a big stack of dead bodies),Marietta,GEORGIA,"",Anti-Muslim,"","",2015,b1200e79-084d-4d64-a686-7bb930d3af2a
33.952602,-84.5499327,Truth At Last,Marietta,GEORGIA,"",General Hate,"","",2015,5034a06e-437b-499b-a2a4-465a43cda8e9
33.952602,-84.5499327,The Dustin Inman Society,Marietta,GEORGIA,"",Anti-Immigrant,"","",2017,c241e3e2-baed-4902-b4d2-6a7d59c12dfb
33.952602,-84.5499327,"Dustin Inman Society, The",Marietta,GEORGIA,"",Anti-Immigrant,Yes,"",2018,91b93f0b-cc5b-45a3-9c1f-f61766f906fb
33.952602,-84.5499327,The Dustin Inman Society,Marietta,GEORGIA,Dustin Inman Society,Anti-Immigrant,Yes,"",2019,2c5a9047-344d-460c-b027-e4751b912c0c
33.9802893,-118.4517449,Bare Naked Islam,Marina Del Rey,CALIFORNIA,"",Anti-Muslim,"","",2011,e3e8a4e8-0c8f-447d-8825-0ac71ea328f4
33.9802893,-118.4517449,Bare Naked Islam,Marina Del Rey,CALIFORNIA,"",Anti-Muslim,"","",2012,76ce282b-e6a9-4656-88fb-c51a84bc4637
33.9802893,-118.4517449,Bare Naked Islam,Marina Del Rey,CALIFORNIA,"",Anti-Muslim,"","",2013,b7ef5af2-c83d-4af6-b76b-f0c451fd991e
33.9802893,-118.4517449,Bare Naked Islam,Marina del Rey,CALIFORNIA,"",Anti-Muslim,"","",2014,615dc6c1-455e-40dd-9287-68405d533948
33.9802893,-118.4517449,Bare Naked Islam,Marina del Rey,CALIFORNIA,"",Anti-Muslim,"","",2015,58c7bcca-8e29-43d7-a404-1bc1ba522cea
33.9802893,-118.4517449,Bare Naked Islam,Marina del Rey,CALIFORNIA,"",Anti-Muslim,"","",2016,ce78a7ea-844e-4c87-8b04-aaaa50af4b99
40.5886699,-83.1285242,Aryan Nations,Marion,OHIO,"",Neo-Nazi,"","",2000,3f548427-b3ce-4fc4-a0db-62704f02a42f
40.5886699,-83.1285242,Aryan Nations,Marion,OHIO,"",Neo-Nazi,"","",2001,c5e3b789-4ec3-442b-a72e-c8bed7206dff
40.5886699,-83.1285242,Souther White Knights of the Ku Klux Klan,Marion,OHIO,"",Ku Klux Klan,"","",2003,9dc2e9af-0abf-40bf-a758-20f7b7994bdd
40.5886699,-83.1285242,Brotherhood of Klans Knights of the KKK,Marion,OHIO,"",Ku Klux Klan,"","",2004,8c50abe8-ea4f-4053-a461-ffc986591ed6
40.5886699,-83.1285242,Brotherhood of Klans Knights of the KKK,Marion,OHIO,"",Ku Klux Klan,"","",2005,1ce2e127-39f0-4ebb-9e48-55258b1211c5
40.5886699,-83.1285242,Brotherhood of Klans Knights of the KKK,Marion,OHIO,"",Ku Klux Klan,"","",2006,03056ce0-cf7f-46fe-ae64-e93baa3cc259
40.5886699,-83.1285242,Brotherhood of Klans Knights of the KKK,Marion,OHIO,"",Ku Klux Klan,"","",2007,40a0086f-8b38-4274-96d6-848019be224c
40.5886699,-83.1285242,Brotherhood of Klans Knights of the KKK,Marion,OHIO,"",Ku Klux Klan,"","",2008,45201346-f3c7-4b74-825c-3c266416e509
40.5886699,-83.1285242,Brotherhood of Klans Knights of the KKK,Marion,OHIO,"",Ku Klux Klan,"","",2009,5c143f59-5f0a-4196-b7a8-6975c565f9d3
40.5886699,-83.1285242,Brotherhood of Klans Knights of the KKK,Marion,OHIO,"",Ku Klux Klan,"","",2010,2d8ef0ac-ab57-44d1-b1d9-1af8f040aab8
40.5886699,-83.1285242,Aryan Nations 88,Marion,OHIO,"",Neo-Nazi,"","",2011,ea68ee6a-dc96-4d0e-9f92-8ec4670eeee7
36.8348383,-81.5148368,League of the South,Marion,VIRGINIA,League of the South,Neo-Confederate,"","",2010,2163269d-7933-4174-b7bf-224e458a5e0f
36.8348383,-81.5148368,League of the South,Marion,VIRGINIA,League of the South,Neo-Confederate,"","",2011,05d1da3a-d427-40d2-9d7c-fd2426ff4398
37.4849377,-119.9662843,Ministry of Christ Church,Mariposa,CALIFORNIA,"",Christian Identity,"","",2000,e8c6202c-f351-4bf6-8de8-ef0b5bdcf6ae
34.5582435,-79.6951103,League of the South,Marlboro County,SOUTH CAROLINA,League of the South,Neo-Confederate,"","",2002,2028dd23-001f-4acb-87d1-54bd7e400029
34.5582435,-79.6951103,League of the South,Marlboro County,SOUTH CAROLINA,League of the South,Neo-Confederate,"","",2003,0a562c61-c8df-4314-a9b7-fa3b3855f49f
34.5582435,-79.6951103,League of the South,Marlboro County,SOUTH CAROLINA,League of the South,Neo-Confederate,"","",2004,25ef7676-f3fb-441c-b34a-a51d69e0ae4a
34.5582435,-79.6951103,League of the South,Marlboro County,SOUTH CAROLINA,League of the South,Neo-Confederate,"","",2005,516989b9-cd86-4b33-a7ea-49d186533b06
34.5582435,-79.6951103,League of the South,Marlboro County,SOUTH CAROLINA,League of the South,Neo-Confederate,"","",2006,56d76fd7-01a7-4496-8725-827d23db083d
34.5582435,-79.6951103,League of the South,Marlboro County,SOUTH CAROLINA,League of the South,Neo-Confederate,"","",2007,f0fd48c3-ff3e-43ef-ae70-4a19167477ee
34.5582435,-79.6951103,League of the South,Marlboro County,SOUTH CAROLINA,League of the South,Neo-Confederate,"","",2008,c1025b08-b184-4200-bf75-acf56dc6ca1f
38.2234533,-80.0945099,Unholy Records,Marlinton,WEST VIRGINIA,"",Hate Music,"","",2004,86b44224-3c30-4832-b0af-cecd78153984
38.2234533,-80.0945099,Unholy Records,Marlinton,WEST VIRGINIA,"",Hate Music,"","",2005,80c04da9-621a-459e-8ec4-9d45177c73a7
38.2234533,-80.0945099,Unholy Records,Marlinton,WEST VIRGINIA,"",Hate Music,"","",2006,1d7084cc-544f-471f-a357-5c73fc1378ae
38.2234533,-80.0945099,Unholy Records,Marlinton,WEST VIRGINIA,"",Hate Music,"","",2007,350fe9c5-557d-4114-acf6-77ccf0ff8a5d
38.2234533,-80.0945099,Unholy Records,Marlinton,WEST VIRGINIA,"",Hate Music,"","",2008,2fd7bb77-8429-41ae-a8a7-ff95c7cb2e16
38.2234533,-80.0945099,Unholy Records,Marlinton,WEST VIRGINIA,"",Hate Music,"","",2009,dc5bb5ab-9982-44ec-ae1c-ee6a75c99a76
38.2234533,-80.0945099,Unholy Records,Marlinton,WEST VIRGINIA,"",Hate Music,"","",2010,15a1758e-8cb7-42b6-bebe-7b5215bc947b
39.8912248,-74.9218324,AC Skins,Marlton,NEW JERSEY,"",Racist Skinhead,"","",2009,321b602c-c198-4d20-899d-975a7fa0ba4d
39.8912248,-74.9218324,AC Skins,Marlton,NEW JERSEY,"",Racist Skinhead,"","",2010,869f59ed-45a4-48f6-9827-d356a73dbff9
39.8912248,-74.9218324,AC Skins,Marlton,NEW JERSEY,"",Racist Skinhead,"","",2011,954e85fa-ced7-4f2c-9f68-fb63a0f5a801
39.8912248,-74.9218324,AC Skins,Marlton,NEW JERSEY,"",Racist Skinhead,"","",2012,9c31069c-7c36-4c66-8b24-ce4527ea6fb9
39.8912248,-74.9218324,AC Skins,Marlton,NEW JERSEY,"",Racist Skinhead,"","",2013,92aa0a78-2912-4c66-818f-dd5519610989
36.1870095,-90.3831586,Aryan Action,Marmaduke,ARKANSAS,"",Racist Skinhead,"","",2001,4c4808a9-6cb4-4f36-adb3-b6ac00391cd7
39.2673954,-74.6516997,AC Skins,Marmora,NEW JERSEY,"",Racist Skinhead,"","",2013,aadc3fb2-caa6-4790-9041-9c1541ab6bbc
39.2673954,-74.6516997,AC Skins,Marmora,NEW JERSEY,"",Racist Skinhead,"","",2014,9770bbc8-aa99-471b-9f81-41c0744ce4fc
29.8993723,-90.1003506,National Association for the Advancement of White People,Marrero,LOUISIANA,"",White Nationalist,"","",2000,74a65696-8148-4e6e-b825-4470f5767808
29.8993723,-90.1003506,National Association for the Advancement of White People,Marrero,LOUISIANA,"",White Nationalist,"","",2001,57a0e041-2203-49fd-be1e-ee5ace88a3b6
29.8993723,-90.1003506,National Association for the Advancement of White People,Marrero,LOUISIANA,"",White Nationalist,"","",2002,3806b46f-9bcd-4a8a-8cdf-ce2af55c3a0a
29.8993723,-90.1003506,National Association for the Advancement of White People,Marrero,LOUISIANA,"",White Nationalist,"","",2003,b4224a58-07d6-4b73-8fb8-82c4b76c067a
29.8993723,-90.1003506,National Association for the Advancement of White People,Marrero,LOUISIANA,"",White Nationalist,"","",2004,68beafef-ce41-4e28-b415-4148ebcd5e6a
32.5448714,-94.3674184,United White Knights of the KKK,Marshall,TEXAS,"",Ku Klux Klan,"","",2007,846b7c7b-b81c-4281-9ae9-85582ff7a07d
32.5448714,-94.3674184,United White Knights of the KKK,Marshall,TEXAS,"",Ku Klux Klan,"","",2009,d3b1d194-f7e1-4d6d-9f75-83b295cb0107
32.5448714,-94.3674184,United White Knights of the KKK,Marshall,TEXAS,"",Ku Klux Klan,"","",2010,300a7b6a-1add-4c3d-9a69-776fef40f9ff
32.5448714,-94.3674184,United White Knights of the KKK,Marshall,TEXAS,"",Ku Klux Klan,"","",2012,ffeee20e-8664-42a7-b6e3-d8b7e5f74169
32.5448714,-94.3674184,Texas Knights of the KKK,Marshall,TEXAS,"",Ku Klux Klan,"","",2015,66c0685d-711f-4146-b847-4ca0c216c1e8
32.5448714,-94.3674184,United White Knights of the KKK,Marshall,TEXAS,"",Ku Klux Klan,"","",2015,c7e59b5e-bb2b-40ec-a359-baa14eced24e
34.988486,-80.3670085,World Church of the Creator,Marshville,NORTH CAROLINA,"",Neo-Nazi,"","",2002,563d7ca1-3e9e-423e-ada9-30763827a0e4
39.4562099,-77.9638869,Warriors for Christ,Martinsburg,WEST VIRGINIA,"",Anti-LGBTQ,Yes,"",2018,c1f81b37-7017-412d-ac17-90058ddf7c09
39.4278253,-86.4283279,Union Christian Church,Martinsville,INDIANA,"",General Hate,"","",2002,8b07213f-43e7-43c3-a263-e39d3c54bae8
39.4278253,-86.4283279,Union Christian Church,Martinsville,INDIANA,"",General Hate,"","",2003,482d0766-aaae-43ad-b341-ebbe048da9bd
39.4278253,-86.4283279,Council of Conservative Citizens,Martinsville,INDIANA,Council of Conservative Citizens,White Nationalist,"","",2005,db3f60a5-7895-498d-92b4-ffe185fe40f2
39.4278253,-86.4283279,Council of Conservative Citizens,Martinsville,INDIANA,Council of Conservative Citizens,White Nationalist,"","",2006,a5a2e0ab-66eb-4d1b-8e27-31a6d396785b
39.4278253,-86.4283279,"Yahweh's Sanctuary",Martinsville,INDIANA,"",White Nationalist,"","",2007,26bb4157-0915-4871-8601-5fcaabdcbee7
39.4278253,-86.4283279,Identity Nation,Martinsville,INDIANA,"",Christian Identity,"","",2013,e56f7a17-e5b7-4f46-9059-b45c069a190f
36.6915262,-79.8725386,Rebel Knights of the Ku Klux Klan,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2001,ad784875-9880-4f1b-bc9d-f9c188fbe36e
36.6915262,-79.8725386,Rebel Brigade Knights of the KKK,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2003,c9c89169-7b9c-4dc5-a0ba-98aad85050a8
36.6915262,-79.8725386,Rebel Brigade Knights of the KKK,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2004,265e7978-1399-4652-a976-3891cbb7f920
36.6915262,-79.8725386,Victory Knights of the KKK,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2007,73653b94-5dce-428a-9c21-96c81f9ee9b7
36.6915262,-79.8725386,Rebel Brigade Knights of the KKK,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2011,617347aa-2663-450f-87cc-a853c6e9e309
36.6915262,-79.8725386,Rebel Brigade Knights of the KKK,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2012,6d932509-e616-4434-b495-36493067fb0c
36.6915262,-79.8725386,Loyal White Knights of the KKK,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2015,54a69e95-0996-4184-a334-44fe73d74194
36.6915262,-79.8725386,Rebel Brigade Knights of the True Invisible Empire,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2015,8ae8b36a-5652-4cbb-a058-590a66b718c6
36.6915262,-79.8725386,Rebel Brigade Knights of the True Invisible Empire,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2016,ba116ba9-000b-49e1-b8d2-2af0cff956ef
36.6915262,-79.8725386,Rebel Brigade Knights of the True Invisible Empire,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2017,a41472d2-f79c-42a2-9e7a-96da32353dcb
36.6915262,-79.8725386,Rebel Brigade Knights True Invisible Empire,Martinsville,VIRGINIA,"",Ku Klux Klan,Yes,"",2018,a2b24e07-3fe4-4086-ba31-40ae601163ae
36.6915262,-79.8725386,Rebel Brigade Knights True Invisible Empire,Martinsville,VIRGINIA,"",Ku Klux Klan,"","",2019,3499a734-bd9b-4aff-91d1-c2ca35632d05
35.7564719,-83.9704593,The Creativity Alliance,Maryville,TENNESSEE,"",Neo-Nazi,"","",2009,448be5ab-6f37-4f5c-9f8b-d7dd4d009e54
43.1535728,-93.2010367,Aryan Nations,Mason City,IOWA,"",Neo-Nazi,"","",2003,e86337cc-ddca-4c79-afd8-b4548957a0c9
43.1535728,-93.2010367,Fraternal White Knights of the KKK,Mason City,IOWA,"",Ku Klux Klan,"","",2008,29ea267c-208c-4794-a01f-d69a2a9d1d29
43.1535728,-93.2010367,Fraternal White Knights of the KKK,Mason City,IOWA,"",Ku Klux Klan,"","",2009,09413198-7720-4de1-90b6-3fdce58871d6
30.6556091,-99.2785583,Texas Knights of the KKK,Mason County,TEXAS,"",Ku Klux Klan,"","",2003,1b8137f6-ad82-4a45-a19d-c45e219a0971
35.4129411,-89.5346809,Aryan Rebels,Mason,TENNESSEE,"",Racist Skinhead,"","",2011,bf244f90-4cd3-4c5e-8e9b-f2c40f27db97
44.9281049,-74.891865,Imperial Klans of America Knights of the KKK,Massesna,NEW YORK,"",Ku Klux Klan,"","",2002,16eebf2a-5119-4a16-9c6e-11a01d3faa3a
28.8204837,-95.9832577,Texas Knights of the KKK,Matagorda County,TEXAS,"",Ku Klux Klan,"","",2002,83f62e3e-8cc9-4d51-bb17-c055762b8fdd
28.8204837,-95.9832577,Texas Knights of the KKK,Matagorda County,TEXAS,"",Ku Klux Klan,"","",2003,e4e4cdda-a9c0-4e40-a18c-72fb44b1df1d
39.9346512,-80.0737393,National Socialist Movement,Mather,PENNSYLVANIA,National Socialist Movement,Neo-Nazi,"","",2010,7b9785b3-8d2d-4192-81f5-066ddd2c5311
33.5401213,-89.1242306,Council of Conservative Citizens,Mathison,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2005,daa7eef4-5ffc-4d49-896e-873aae830c93
33.5401213,-89.1242306,Council of Conservative Citizens,Mathison,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2006,c0059fb0-ac5a-47d4-82aa-c276ddeeaa93
33.5401213,-89.1242306,Council of Conservative Citizens,Mathison,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2007,346a7c55-7c76-49a3-be72-bb8d3ffa07d4
33.5401213,-89.1242306,Council of Conservative Citizens,Mathiston,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2008,8eb7cea6-31db-4783-bdd4-53f206282c64
33.5401213,-89.1242306,Council of Conservative Citizens,Mathiston,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2009,792464f2-c3c8-45fa-b87b-7459d291a1df
33.5401213,-89.1242306,Council of Conservative Citizens,Mathiston,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2010,33d31fc8-a195-4103-bbe3-6b8d86bafe6d
33.5401213,-89.1242306,Council of Conservative Citizens,Mathiston,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2011,a80a254b-3e64-4b45-aa68-753093262d34
33.5401213,-89.1242306,Council of Conservative Citizens,Mathiston,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2012,6bf40cdf-ab5e-45b0-bc79-f22449c6166b
43.9237413,-68.840496,World Church of the Creator,Matinicus Island,MAINE,"",Neo-Nazi,"","",2002,831005ef-ade2-4bd2-bf5f-686be2d64c94
43.9237413,-68.840496,Creativity Movement,Matinicus Island,MAINE,Creativity Movement,Neo-Nazi,"","",2004,9c879197-1a6e-4ef5-86e8-6054f538bb80
43.9237413,-68.840496,Creativity Movement,Matinicus Island,MAINE,Creativity Movement,Neo-Nazi,"","",2005,7fec45f9-3c03-48a8-827d-1a35aa54cdde
39.4830897,-88.3728255,World Church of the Creator,Mattoon,ILLINOIS,"",Neo-Nazi,"","",2000,4e4e70d7-f7cd-4c44-ba9d-36a12070b7af
39.4830897,-88.3728255,World Church of the Creator,Mattoon,ILLINOIS,"",Neo-Nazi,"","",2001,9b1baadc-4ff9-4ce7-8d31-2ca812216b8f
33.3329014,-94.3426964,United White Knights of the KKK,Maud,TEXAS,"",Ku Klux Klan,"","",2015,71c084db-d916-4002-9aa6-bfde93eacdcf
34.77873,-82.310119,Americans Have Had Enough,Mauldin,SOUTH CAROLINA,"",Anti-Immigrant,"","",2014,ca53232d-d98a-4912-a37b-8f38e36efa02
34.77873,-82.310119,Americans Have Had Enough,Mauldin,SOUTH CAROLINA,"",Anti-Immigrant,"","",2015,9e128581-719c-42e7-8ce2-bad7fc55b397
30.2035419,-93.8662819,American Knights of the Ku Klux Klan,Mauriceville,TEXAS,"",Ku Klux Klan,"","",2000,4b3f0472-8ef6-4185-a7f0-b4729738f5a9
30.2035419,-93.8662819,American Knights of the Ku Klux Klan,Mauriceville,TEXAS,"",Ku Klux Klan,"","",2001,865c80bb-a401-493b-8ebf-c25d4a3e8520
30.2035419,-93.8662819,American Knights of the Ku Klux Klan,Mauriceville,TEXAS,"",Ku Klux Klan,"","",2002,28811188-dfb8-405b-99bb-a3dd5581af9f
30.2035419,-93.8662819,Texas Knights of the KKK,Mauriceville,TEXAS,"",Ku Klux Klan,"","",2003,a625b215-0b1a-49b4-9d94-14f4586fa1bf
30.2035419,-93.8662819,Gallows Tree Wotansvolk Alliance,Mauriceville,TEXAS,"",Neo-Volkisch,"","",2015,858da3e9-8e3b-4afd-ad6a-41d01c2f298f
41.5192189,-81.457896,Geauga Constitutional Patriot,Mayfield Heights,OHIO,"",General Hate,"","",2011,adcd1bce-eb91-4457-a70d-9e0db5a8abb8
41.5192189,-81.457896,Geauga Constitutional Council,Mayfield Heights,OHIO,"",General Hate,"","",2012,fe4e0a75-7acc-4b61-9d0e-54810c2e2f5f
41.5192189,-81.457896,Geauga Constitutional Council,Mayfield Heights,OHIO,"",General Hate,"","",2013,53f2c6bb-c3d9-4028-8fdd-54a90e82342a
41.5192189,-81.457896,Geauga Constitutional Council,Mayfield Heights,OHIO,"",General Hate,"","",2014,713edbe7-65de-4a69-bba0-7c0bcebda4bf
41.5192189,-81.457896,Geauga Constitutional Council,Mayfield Heights,OHIO,"",General Hate,"","",2015,adefe9d1-77c3-46d6-83ef-2430d4469063
34.9570324,-92.4273785,League of the South,Mayflower,ARKANSAS,League of the South,Neo-Confederate,"","",2000,b4bc7cc5-20f0-4306-b31d-dfd5a47be9ab
34.9570324,-92.4273785,League of the South,Mayflower,ARKANSAS,League of the South,Neo-Confederate,"","",2001,19b584ed-f796-4ddc-8678-8a300d979283
34.9570324,-92.4273785,League of the South,Mayflower,ARKANSAS,League of the South,Neo-Confederate,"","",2002,31a2cae5-fe94-4990-9971-6fc315f8ae06
39.4523385,-74.7276626,United Northern and Southern Knights of the KKK,Mays Landing,NEW JERSEY,"",Ku Klux Klan,"","",2008,28f76dd7-80d5-4f6c-9b7c-1195857b14e6
39.4523385,-74.7276626,United Northern and Southern Knights of the KKK,Mays Landing,NEW JERSEY,"",Ku Klux Klan,"","",2009,367d4b5f-8b8e-4af8-81a9-284299750a6c
39.4523385,-74.7276626,United Northern and Southern Knights of the KKK,Mays Landing,NEW JERSEY,"",Ku Klux Klan,"","",2010,36b3119b-2273-4452-aaed-4fb5ad8a01c6
39.4523385,-74.7276626,AC Skins,Mays Landing,NEW JERSEY,"",Racist Skinhead,"","",2012,259dae97-1e33-4f4c-9945-13caccffaff3
39.4523385,-74.7276626,AC Skins,Mays Landing,NEW JERSEY,"",Racist Skinhead,"","",2013,45a87dcc-9952-47f6-b2a6-f1961f85007d
38.6411854,-83.744365,United Northern and Southern Knights of the KKK,Maysville,KENTUCKY,"",Ku Klux Klan,"","",2006,851f5e58-2333-4b6b-9e5a-45cdfe184346
31.2437872,-90.4531535,New Black Panty Party,McComb,MISSISSIPPI,"",Black Separatist,"","",2003,63f2256e-eb53-45bc-ad8e-a931714f15d1
31.2437872,-90.4531535,New Black Panther Party,McComb,MISSISSIPPI,New Black Panther Party,Black Separatist,"","",2004,288c60d9-ea12-4e1a-b629-0aade51e2e85
31.2437872,-90.4531535,New Black Panther Party,McComb,MISSISSIPPI,New Black Panther Party,Black Separatist,"","",2005,bee343ae-2f5b-4f68-9306-a4eb46cd48d4
31.2437872,-90.4531535,National Association for the Advancement of America,McComb,MISSISSIPPI,"",White Nationalist,"","",2014,10296938-77aa-41d2-83bb-b068404e188d
31.2437872,-90.4531535,National Association for the Advancement of America,McComb,MISSISSIPPI,"",White Nationalist,"","",2015,7a59a846-bbac-41a4-a161-8d6780637b12
40.1966701,-100.6248741,National Socialist Movement,McCook,NEBRASKA,National Socialist Movement,Neo-Nazi,"","",2000,291e6fb9-c6fa-42b2-85f2-05b3ca860b3c
