lat,lng,Title,City,State,Group,Ideology,Headquarters,Statewide,Year,UniqueID
40.6331249,-89.3985283,True Invisible Empire Traditionalist American Knights of the KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2011,9f373b8a-de58-41bb-a65d-d4634dd7e552
40.6331249,-89.3985283,United Knights Of Tennessee Order Of The KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2011,2240b443-845d-4f1d-b192-4263d6460086
40.6331249,-89.3985283,Vinlanders Illinois,"",ILLINOIS,"",Racist Skinhead,"",Yes,2011,fd6e26c1-e878-4728-9635-25d0a8b300e4
40.6331249,-89.3985283,Fraternal White Knights of the KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2012,1bbf5e2b-7d8f-431b-8d81-e4f7b958e32c
40.6331249,-89.3985283,Loyal White Knights of the KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2012,276910eb-ab08-4a44-92c6-8bb48360b816
40.6331249,-89.3985283,Vinlanders Illinois,"",ILLINOIS,"",Racist Skinhead,"",Yes,2012,05628a96-da27-4b28-b61f-419ccfdb7905
40.6331249,-89.3985283,Fraternal White Knights of the KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2013,7db28546-e777-4f1a-a727-4970a042583e
40.6331249,-89.3985283,Loyal White Knights of the KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2013,eb6ab51b-0f9d-44ae-95f9-00a1b0c4aa79
40.6331249,-89.3985283,White Boy Society,"",ILLINOIS,"",White Nationalist,"",Yes,2014,db430d7d-f6e8-4c40-9984-582bb479a4e4
40.6331249,-89.3985283,Aryan Strikeforce,"",ILLINOIS,"",Racist Skinhead,"",Yes,2014,9e63e48d-da32-42bf-ad99-b9b275544fc2
40.6331249,-89.3985283,Loyal White Knights of the KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2014,0820b072-bfcb-45c2-b7c6-25afc1c0fca1
40.6331249,-89.3985283,Blood and Honour Social Club,"",ILLINOIS,Blood & Honour,Racist Skinhead,"",Yes,2015,a38391b1-5e1f-49f4-b2ef-d37e8c8b1012
40.6331249,-89.3985283,Militant Knights KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2015,626144da-ed10-4dc8-8d53-c73872ed3dcb
40.6331249,-89.3985283,Ku Klos Knights of the KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2016,ecfb2f91-4431-4e33-bbc4-2892e3f0fefc
40.6331249,-89.3985283,Soldiers of Odin,"",ILLINOIS,"",Anti-Muslim,"",Yes,2016,216c0677-1cc9-4c26-8678-ca0dbf1ea4a8
40.6331249,-89.3985283,Sons & Daughters of Liberty,"",ILLINOIS,"",White Nationalist,"",Yes,2016,f70cc5fb-06ac-42af-a4e5-9e6ad5b6d9e2
40.6331249,-89.3985283,United Dixie White Knights of the Ku Klux Klan,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2016,02ed02ad-cc13-42cc-9808-38827e1fc184
40.6331249,-89.3985283,White Boy Society,"",ILLINOIS,"",White Nationalist,"",Yes,2016,5c5a5eb6-5a09-4f1d-9b1b-fafa567ccab8
40.6331249,-89.3985283,American Guard,"",ILLINOIS,"",General Hate,"",Yes,2017,11e17efa-3c19-4744-b490-36d26f5f2955
40.6331249,-89.3985283,The Creativity Movement,"",ILLINOIS,"",Neo-Nazi,"",Yes,2017,2aaaa420-0cf7-47df-9ab0-79f1bed51dfc
40.6331249,-89.3985283,The Daily Stormer,"",ILLINOIS,"",Neo-Nazi,"",Yes,2017,5f51e464-3c0d-4801-9bbd-d884184a9b5a
40.6331249,-89.3985283,National Socialist Movement,"",ILLINOIS,National Socialist Movement,Neo-Nazi,"",Yes,2017,f5ff221f-1964-4363-a1bc-6e184040a6a0
40.6331249,-89.3985283,Soldiers of Odin,"",ILLINOIS,"",Anti-Muslim,"",Yes,2017,e77ceaeb-1fd2-40a5-aab5-ca876f0267ce
40.6331249,-89.3985283,Vanguard America,"",ILLINOIS,"",Neo-Nazi,"",Yes,2017,2ca91c81-fc01-4dc5-8de8-6f14c662537c
40.6331249,-89.3985283,White Boy Society,"",ILLINOIS,"",White Nationalist,"",Yes,2017,e2de894d-fa5a-4017-8d70-11378cd29d5a
40.6331249,-89.3985283,Soldiers of Odin,"",ILLINOIS,"",Anti-Muslim,"",Yes,2018,8fb6ec24-2a1d-46c6-981f-059581af49d7
40.6331249,-89.3985283,American Guard,"",ILLINOIS,"",General Hate,"",Yes,2018,c55d0405-cec7-47f4-b92a-ec9914d11501
40.6331249,-89.3985283,Atomwaffen Division,"",ILLINOIS,"",Neo-Nazi,"",Yes,2018,70fd9cec-68d8-4191-8b9b-69b6c7ee0cda
40.6331249,-89.3985283,"Creativity Alliance, The","",ILLINOIS,"",Neo-Nazi,"",Yes,2018,1786d4ec-2b25-4e21-98de-c43ce409e198
40.6331249,-89.3985283,"Creativity Movement, The","",ILLINOIS,"",Neo-Nazi,"",Yes,2018,cc00b489-5295-4a9d-b9c0-e68e04fc48c4
40.6331249,-89.3985283,National Socialist Movement,"",ILLINOIS,National Socialist Movement,Neo-Nazi,"",Yes,2018,f433376a-f9be-4fd0-be5e-4e7814424a0b
40.6331249,-89.3985283,Patriot Front,"",ILLINOIS,"",White Nationalist,"",Yes,2018,6b98f63d-cf40-43ce-94b8-3411a291d26c
40.6331249,-89.3985283,White Boy Society,"",ILLINOIS,"",White Nationalist,Yes,Yes,2018,3a9156e0-14e3-46a5-875f-9dec3e351be8
40.6331249,-89.3985283,Soldiers of Odin,"",ILLINOIS,"",Anti-Muslim,"",Yes,2019,6dcdf271-4b6c-4b60-bf73-c134b102236d
40.6331249,-89.3985283,American Christian Dixie Knights of the Ku Klux Klan,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2019,a20559c1-2f31-4502-af30-2c00ab456ec5
40.6331249,-89.3985283,National Socialist Movement,"",ILLINOIS,National Socialist Movement,Neo-Nazi,"",Yes,2019,ae52684b-66d4-490e-b269-91fa774f8655
40.6331249,-89.3985283,American Defense Skinheads,"",ILLINOIS,"",Racist Skinhead,"",Yes,2019,36ff0479-cc91-4059-8d71-7dccc99fdb79
40.6331249,-89.3985283,Patriot Front,"",ILLINOIS,"",White Nationalist,"",Yes,2019,d2bca1ae-516f-43b2-a765-17017b9b97c6
40.2671941,-86.1349019,Hoosier State Skinheads,"",INDIANA,"",Racist Skinhead,"",Yes,2004,fceaf957-74ad-4e31-9302-93c957001b0e
40.2671941,-86.1349019,Hoosier State Skinheads,"",INDIANA,"",Racist Skinhead,"",Yes,2005,99dd27ce-001f-4e0c-ae8f-bae2609611bc
40.2671941,-86.1349019,American Thule Society,"",INDIANA,"",Neo-Nazi,"",Yes,2006,e85a94c0-7b09-4d1f-8c73-1e869f969b3e
40.2671941,-86.1349019,Hoosier State Skinheads,"",INDIANA,"",Racist Skinhead,"",Yes,2006,a7433996-61c5-4b59-a6f6-a262aa3b6cc9
40.2671941,-86.1349019,Council of Conservative Citizens,"",INDIANA,Council of Conservative Citizens,White Nationalist,"",Yes,2008,58b15eae-a9a4-4a14-bff3-45ad0eda5b9e
40.2671941,-86.1349019,White Boy Society,"",INDIANA,"",White Nationalist,"",Yes,2008,5ee3859b-256d-4680-87bc-57804dce3f0e
40.2671941,-86.1349019,Council of Conservative Citizens,"",INDIANA,Council of Conservative Citizens,White Nationalist,"",Yes,2009,eb5828e7-4069-4f9c-a929-31bb2496fe32
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2009,ee03cd6d-ffac-4ec1-8d1e-b46bebdfda72
40.2671941,-86.1349019,National Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2009,3502de1e-d2db-44fa-a27b-8e857ef274e1
40.2671941,-86.1349019,Supreme White Alliance,"",INDIANA,"",Racist Skinhead,"",Yes,2009,6e551bad-b8a8-4c57-a396-637e944e7e83
40.2671941,-86.1349019,United Northern and Southern Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2009,8061ff14-ed97-4d45-b637-8581ceec2845
40.2671941,-86.1349019,White Boy Society,"",INDIANA,"",White Nationalist,"",Yes,2009,639010e1-cd1f-4459-9f81-909fd09c7896
40.2671941,-86.1349019,Aryan Terror Brigade,"",INDIANA,"",Racist Skinhead,"",Yes,2010,40329d01-71f4-44d1-8045-f255ac8d46f1
40.2671941,-86.1349019,Brotherhood of Klans Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2010,d5642c20-b04c-49bc-b4c1-b0223a6eb295
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2010,9db41513-c46b-4a7c-8285-b27e1ecdb1ab
40.2671941,-86.1349019,Knight Riders Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2010,800ec143-7fbe-4717-b62f-fa245d0c6e59
40.2671941,-86.1349019,National Black Foot Soldier Network,"",INDIANA,"",Black Separatist,"",Yes,2010,902eb6ec-8f55-49fc-a07d-a41a354b70e9
40.2671941,-86.1349019,Traditionalist American Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2010,6afcbe81-61f7-4d2c-aff7-15d2f5d47fb1
40.2671941,-86.1349019,Aryan Terror Brigade,"",INDIANA,"",Racist Skinhead,"",Yes,2011,8891aa77-4858-4580-b33b-f86870a5d94f
40.2671941,-86.1349019,Ku Klos Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2011,cac2b8ab-eb02-47f8-a47c-1737ef643b4f
40.2671941,-86.1349019,United Knights Of Tennessee Order Of The KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2011,211ccff4-7633-4695-9e46-bfb246228c2b
40.2671941,-86.1349019,Aryan Terror Brigade,"",INDIANA,"",Racist Skinhead,"",Yes,2012,d22eac94-9f3b-4b6e-a7f7-1b81669affe6
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2012,e0507ed7-11e5-4993-a858-27fe61677fb0
40.2671941,-86.1349019,Knights of the Holy Identity,"",INDIANA,"",Christian Identity,"",Yes,2012,998444c4-d9ef-45c2-883c-34f8ad740834
40.2671941,-86.1349019,Ku Klos Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2012,c4021d03-5b90-4d97-9102-2b6e339419fb
40.2671941,-86.1349019,Southern Kalvary Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2012,7a66ea1f-b74c-4dd3-b648-4e4d15e4b57d
40.2671941,-86.1349019,Crew 38,"",INDIANA,"",Racist Skinhead,"",Yes,2013,3b2d337e-79d5-4349-8dc2-0056e3d34659
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2013,6d66a118-2517-47c5-afed-cccab0450e9f
40.2671941,-86.1349019,Knights of the Holy Identity,"",INDIANA,"",Christian Identity,"",Yes,2013,01f3af7e-e43f-441d-a4d4-4c2c097648d4
40.2671941,-86.1349019,American Freedom Party,"",INDIANA,American Freedom Party,White Nationalist,"",Yes,2014,d6a88cf6-ea89-4892-a7c4-d44646de3b3a
40.2671941,-86.1349019,Aryan Strikeforce,"",INDIANA,"",Racist Skinhead,"",Yes,2014,9f5981ba-9949-4d0a-ba4c-27a8a5af02a4
40.2671941,-86.1349019,Crew 38,"",INDIANA,"",Racist Skinhead,"",Yes,2014,9f2b6a95-7165-418b-95cb-7dca6ed75e20
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2014,c43bca41-9c48-4660-9d72-45cfe3150f62
40.2671941,-86.1349019,American Freedom Party,"",INDIANA,American Freedom Party,White Nationalist,"",Yes,2015,1876f7bc-20f8-42ab-9f16-2cdbf79cf7cd
40.2671941,-86.1349019,Aryan Strikeforce,"",INDIANA,"",Racist Skinhead,"",Yes,2015,c80ba3e2-16ad-401b-a845-3af574634846
40.2671941,-86.1349019,Blood and Honour Social Club,"",INDIANA,Blood & Honour,Racist Skinhead,"",Yes,2015,0a43b63a-74ca-4722-8a18-2ccaf39f0b4b
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2015,6b48b0c6-a4f4-48be-90dd-f7c39e063a7b
40.2671941,-86.1349019,National Socialist Movement,"",INDIANA,National Socialist Movement,Neo-Nazi,"",Yes,2015,000ae7ee-6395-4cb1-a130-b43ed559da30
40.2671941,-86.1349019,American Freedom Party,"",INDIANA,American Freedom Party,White Nationalist,"",Yes,2016,e1a38088-7c1c-4fc7-9ebc-780e3af2484d
40.2671941,-86.1349019,Blood and Honour Social Club,"",INDIANA,Blood & Honour,Racist Skinhead,"",Yes,2016,abb77bdc-6e83-4865-b760-ede7790bfe93
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2016,f1633d5f-d3f1-4b34-9959-3b11e707bc71
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2016,cc248eba-b97c-4d42-a095-91d5004ab2a7
40.2671941,-86.1349019,Ku Klos Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2016,cc36105a-99c9-4d55-9481-1d8f7559f875
40.2671941,-86.1349019,Soldiers of Odin,"",INDIANA,"",Anti-Muslim,"",Yes,2016,7d485ab3-7b3c-49d3-ace8-9be247c42eb0
40.2671941,-86.1349019,Sons & Daughters of Liberty,"",INDIANA,"",White Nationalist,"",Yes,2016,6ca55e62-33a6-49f6-8ef8-4d7cf858e07d
40.2671941,-86.1349019,United Dixie White Knights of the Ku Klux Klan,"",INDIANA,"",Ku Klux Klan,"",Yes,2016,db39ec86-cae9-430c-a436-535f8f677a4a
40.2671941,-86.1349019,Vinlanders Social Club,"",INDIANA,Vinlanders Social Club,Racist Skinhead,"",Yes,2016,a7a900f5-0c8f-43e7-894c-c84c324ff750
40.2671941,-86.1349019,American Freedom Party,"",INDIANA,American Freedom Party,White Nationalist,"",Yes,2017,91c733bf-43d9-4df3-8163-dfc8720a2a08
40.2671941,-86.1349019,American Guard,"",INDIANA,"",General Hate,"",Yes,2017,3ea5c278-164c-4979-959c-2bcf2cf4a0ae
40.2671941,-86.1349019,Blood and Honour Social Club,"",INDIANA,Blood & Honour,Racist Skinhead,"",Yes,2017,91e8dafc-82b9-419e-80a1-fa97e06b983d
40.2671941,-86.1349019,Confederate 28,"",INDIANA,"",Racist Skinhead,"",Yes,2017,d18c9408-c300-4a9f-9907-0ebdb8f93273
40.2671941,-86.1349019,The Daily Stormer,"",INDIANA,"",Neo-Nazi,"",Yes,2017,5738c0e4-50a7-4bfe-897d-c61fded89aac
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2017,81b5bcf4-b751-4c8e-9b8d-617b596f76ae
40.2671941,-86.1349019,Fraternal Order of Alt-Knights,"",INDIANA,Fraternal Order of Alt-Knights (FOAK),General Hate,"",Yes,2017,1d42f311-82a2-4749-bbe9-4b4e944d33a6
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2017,0db9989d-f90b-49a5-abe4-156cd21ff304
40.2671941,-86.1349019,Hoosier Headhunters Fight Club,"",INDIANA,"",Neo-Volkisch,"",Yes,2017,dbdca52b-b61a-4ef7-9ade-22cbc8ecc0dc
40.2671941,-86.1349019,Ku Klos Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2017,93cf186f-dafd-4757-8179-fc0778d2210f
40.2671941,-86.1349019,National Socialist Movement,"",INDIANA,National Socialist Movement,Neo-Nazi,"",Yes,2017,b88ebb87-b07c-4e97-bdbc-0adf1269d73a
40.2671941,-86.1349019,Proud Boys,"",INDIANA,Proud Boys,General Hate,"",Yes,2017,d6e19efc-b297-49f3-8727-b6147c8fbce7
40.2671941,-86.1349019,Soldiers of Odin,"",INDIANA,"",Anti-Muslim,"",Yes,2017,fb604f28-4e89-4030-be16-74f9455931cc
40.2671941,-86.1349019,The Right Stuff,"",INDIANA,"",White Nationalist,"",Yes,2017,00dccdbe-f35e-4fcf-a922-b82e08a8c6eb
40.2671941,-86.1349019,Traditionalist Worker Party,"",INDIANA,Traditionalist Worker Party,Neo-Nazi,"",Yes,2017,7ef728f9-084c-4f9a-b523-32b5ec4cd502
40.2671941,-86.1349019,Vanguard America,"",INDIANA,"",Neo-Nazi,"",Yes,2017,743a59ba-acec-4778-b044-250f6d90c6ea
40.2671941,-86.1349019,Vinlanders Social Club,"",INDIANA,Vinlanders Social Club,Racist Skinhead,"",Yes,2017,b244c8b8-a0b2-4cdc-be3d-e2b92eeb2fc6
40.2671941,-86.1349019,Wolfhook Life Clothing,"",INDIANA,"",Neo-Nazi,"",Yes,2017,66b777eb-6a98-4b3c-a115-00c8a2604fc0
40.2671941,-86.1349019,Soldiers of Odin,"",INDIANA,"",Anti-Muslim,"",Yes,2018,3a649cbc-5cb3-40f6-8910-eaca34f92ce7
40.2671941,-86.1349019,American Guard,"",INDIANA,"",General Hate,Yes,Yes,2018,071bdbde-e36a-48a6-a6ed-b676d4515f85
40.2671941,-86.1349019,American White Knights of the Ku Klux Klan,"",INDIANA,"",Ku Klux Klan,Yes,Yes,2018,7f653b91-4e8d-46be-9bc8-b701de43affc
40.2671941,-86.1349019,"Daily Stormer, The","",INDIANA,"",Neo-Nazi,"",Yes,2018,887a1ea5-5e19-4458-9afc-d7faf9fbe128
40.2671941,-86.1349019,Traditionalist Worker Party,"",INDIANA,Traditionalist Worker Party,Neo-Nazi,Yes,Yes,2018,8db7941b-c5c9-4acf-a0ab-a3424657c72e
40.2671941,-86.1349019,Vanguard America,"",INDIANA,"",Neo-Nazi,Yes,Yes,2018,49e7ae74-12c0-456c-aded-f14ebae6bd0b
40.2671941,-86.1349019,"Vanguard America Women's Division","",INDIANA,"",Neo-Nazi,Yes,Yes,2018,64b480f8-d894-40ee-abb6-11176fc2fc36
40.2671941,-86.1349019,Blood and Honour Social Club,"",INDIANA,Blood & Honour,Racist Skinhead,"",Yes,2018,95a24610-fa0a-4dbf-b3db-f95ba1d6e842
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2018,783cf702-e66c-4b7d-9622-165274228f45
40.2671941,-86.1349019,Vinlanders Social Club,"",INDIANA,Vinlanders Social Club,Racist Skinhead,Yes,Yes,2018,560f0e95-426e-4f89-8b23-05f3ab07592e
40.2671941,-86.1349019,American Freedom Party,"",INDIANA,American Freedom Party,White Nationalist,"",Yes,2018,2bdadd72-2cf5-465f-af51-735b99f233f1
40.2671941,-86.1349019,The Right Stuff,"",INDIANA,"",White Nationalist,"",Yes,2018,2a2abf73-88f7-4ccc-a16a-204ca77c47a5
40.2671941,-86.1349019,Proud Boys,"",INDIANA,Proud Boys,General Hate,"",Yes,2019,f2fe3bb8-e749-41bb-b4eb-547dcac55dee
40.2671941,-86.1349019,American Christian Dixie Knights of the Ku Klux Klan,"",INDIANA,"",Ku Klux Klan,"",Yes,2019,050b612f-695d-48d2-9cb3-e68729706359
40.2671941,-86.1349019,Nordic Order Knights of the Ku Klux Klan,"",INDIANA,"",Ku Klux Klan,"",Yes,2019,3c3f4ebc-9493-4bf8-8ee5-a43c19ef230a
40.2671941,-86.1349019,Asatru Folk Assembly,"",INDIANA,"",Neo-Volkisch,"",Yes,2019,f53b1513-478f-4c96-981f-a494b8232b9c
40.2671941,-86.1349019,Blood and Honour Social Club,"",INDIANA,Blood & Honour,Racist Skinhead,"",Yes,2019,31bb6b0f-ffc5-47e4-8bdd-7640a2a31d6b
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2019,5c353f19-5c3d-4dd5-b626-ea726d6b793a
40.2671941,-86.1349019,Vinlanders Social Club,"",INDIANA,Vinlanders Social Club,Racist Skinhead,"",Yes,2019,086d6233-e307-4a81-bbd3-6bed6a6b9b33
40.2671941,-86.1349019,American Identity Movement,"",INDIANA,"",White Nationalist,"",Yes,2019,0a8ba531-41cc-45db-8cba-90249c60610c
40.2671941,-86.1349019,Patriot Front,"",INDIANA,"",White Nationalist,"",Yes,2019,b3214e08-ee62-44c0-b696-f758c38720cb
41.8780025,-93.097702,Imperial Klans of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2002,a5ca08b4-a185-460a-b85e-2c4311208402
41.8780025,-93.097702,Imperial Klans of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2003,7227b98c-bcd4-4cbd-910a-a495b4a130e0
41.8780025,-93.097702,Imperial Klans of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2004,9243938a-5a10-4b20-83e7-5163ee7462d2
41.8780025,-93.097702,Imperial Klans of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2005,6a3b5efd-5af6-422b-a14f-c13ca9685018
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2006,17a93099-8fca-4d39-a0ec-dc9a93f1513d
41.8780025,-93.097702,Women for Aryan Unity,"",IOWA,"",Neo-Nazi,"",Yes,2006,36c88e50-fc54-443b-9016-99c287cef2f5
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2007,67a902ff-95d0-4b18-95df-42839dd22bf8
41.8780025,-93.097702,United Realms of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2007,dfd73656-8ac9-4004-9985-d8561bcdfa0e
41.8780025,-93.097702,Women for Aryan Unity,"",IOWA,"",Neo-Nazi,"",Yes,2007,50356479-00f0-4241-a93c-526c01949803
41.8780025,-93.097702,Brotherhood of Klans Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2008,9867ca8a-9184-4ab0-8254-ccd13a0326ad
41.8780025,-93.097702,National Socialist Movement,"",IOWA,"",Neo-Nazi,"",Yes,2008,f3510fd7-cd29-4c07-8f48-c2dfb518e795
41.8780025,-93.097702,"National Socialist Movement Women's Division","",IOWA,"",Neo-Nazi,"",Yes,2008,e74cccf7-f79d-42a2-a73b-e86bcea97419
41.8780025,-93.097702,United Realms of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2008,f348956f-28bb-4fd7-aeda-58fc0eca301e
41.8780025,-93.097702,Brotherhood of Klans Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2009,5257eec2-9d25-4a31-a4a8-3b7925e23a54
41.8780025,-93.097702,Knights of the Nordic Order,"",IOWA,"",Neo-Nazi,"",Yes,2009,02d1cfb4-29f1-4a10-986d-80c99172c7ba
41.8780025,-93.097702,National Socialist Movement,"",IOWA,"",Neo-Nazi,"",Yes,2009,c7ff8370-1baa-4e87-9575-b49ce7d2b2ad
41.8780025,-93.097702,National Socialist Movement,"",IOWA,"",Neo-Nazi,"",Yes,2009,5648dc81-1be4-4df2-b5db-ff2f471e2bc5
41.8780025,-93.097702,White Boy Society,"",IOWA,"",White Nationalist,"",Yes,2009,a1e8ef5f-9a00-466a-ae54-2660091aa687
41.8780025,-93.097702,American National Socialist Party,"",IOWA,"",Neo-Nazi,"",Yes,2010,aa0d6253-aef2-4f34-bba3-39c100a15773
41.8780025,-93.097702,Aryan Nations 88,"",IOWA,"",Neo-Nazi,"",Yes,2010,48c38ade-b509-4887-9142-7b4495ec55ae
41.8780025,-93.097702,Supreme White Alliance,"",IOWA,"",Racist Skinhead,"",Yes,2010,f3207ef1-1f95-4cf6-a527-7ff3b343f3b3
41.8780025,-93.097702,Volksfront,"",IOWA,"",Racist Skinhead,"",Yes,2010,ee4068c0-b2f4-40ef-b314-38b88346d5a5
41.8780025,-93.097702,Supreme White Alliance,"",IOWA,"",Racist Skinhead,"",Yes,2011,55ff3b90-3401-4fb4-91f5-d24b35091856
41.8780025,-93.097702,Supreme White Alliance,"",IOWA,"",Racist Skinhead,"",Yes,2012,d5ae93c6-f4fe-4d53-a643-f898d1b385ca
41.8780025,-93.097702,Aryan Strikeforce,"",IOWA,"",Racist Skinhead,"",Yes,2013,281ae5be-919d-478f-b59b-d33de48b1a32
41.8780025,-93.097702,Fraternal White Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2013,c4a8bb1e-2f71-4466-bc6d-291aa11819ee
41.8780025,-93.097702,Loyal White Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2013,690f01da-335e-4f89-a993-52af3ff4dd99
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2013,7458ffb2-6af2-498b-9174-6e7a7346fec2
41.8780025,-93.097702,Aryan Strikeforce,"",IOWA,"",Racist Skinhead,"",Yes,2014,54a7c652-3c56-4508-8f80-789dfa413025
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2014,06717e57-d46e-4827-83d2-f74506b90065
41.8780025,-93.097702,American Front,"",IOWA,"",Racist Skinhead,"",Yes,2015,81a8ed04-afe4-4872-b439-f8fad568c4e4
41.8780025,-93.097702,Loyal White Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2015,3a76aae2-aa2b-43f0-a46d-7be4b8676413
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2015,dadb0b57-de9b-4386-87c8-5f29fe8d701a
41.8780025,-93.097702,Gallows Tree Wotansvolk Alliance,"",IOWA,"",Neo-Volkisch,"",Yes,2016,46695aaa-076a-46d7-a02f-9f670eabc638
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2016,ee516328-81eb-4b1b-84d8-4b4072bdb456
41.8780025,-93.097702,The Daily Stormer,"",IOWA,"",Neo-Nazi,"",Yes,2017,0d5eb1f4-ff64-4ac1-a5d1-c244b99cc2e2
41.8780025,-93.097702,Gallows Tree Wotansvolk Alliance,"",IOWA,"",Neo-Volkisch,"",Yes,2017,356029fe-f488-4413-afc5-c4c0f92e88c0
41.8780025,-93.097702,Gallows Tree Wotansvolk Alliance,"",IOWA,"",General Hate,"",Yes,2018,6619b6b5-56cb-4b25-8e2b-bd0ad9aad569
41.8780025,-93.097702,National Alliance,"",IOWA,National Alliance,Neo-Nazi,"",Yes,2018,f246da51-4616-4f15-8fb4-62ac23990cb3
41.8780025,-93.097702,National Alliance,"",IOWA,National Alliance,Neo-Nazi,"",Yes,2019,69183cf3-eeb7-4b37-b031-fb60251ca6a0
41.8780025,-93.097702,Patriot Front,"",IOWA,"",White Nationalist,"",Yes,2019,19d87aa6-f1d7-4e1e-9b15-184271ec544a
39.1155314,-94.6267873,Imperial Klans of America Knights of the KKK,"",KANSAS,"",Ku Klux Klan,"",Yes,2004,0f31dfd9-27cb-429f-ad64-e02cff7c050a
39.1155314,-94.6267873,Imperial Klans of America Knights of the KKK,"",KANSAS,"",Ku Klux Klan,"",Yes,2005,e641fac5-90e4-4c51-9587-098295a6f148
39.1155314,-94.6267873,Brotherhood of Klans Knights of the KKK,"",KANSAS,"",Ku Klux Klan,"",Yes,2008,88aa7359-b9d3-4933-9d86-1fab3ab0f4a4
39.1155314,-94.6267873,Brotherhood of Klans Knights of the KKK,"",KANSAS,"",Ku Klux Klan,"",Yes,2009,b8b4ad5c-fbed-495a-a478-bf05aaa37eb3
39.1155314,-94.6267873,National Socialist American Labor Party,"",KANSAS,"",Neo-Nazi,"",Yes,2009,383d2f55-e8c8-4ff4-b37d-8c16ba94ca04
39.1155314,-94.6267873,Aryan Nations 88,"",KANSAS,"",Neo-Nazi,"",Yes,2010,2efc5e70-a1f8-4c96-84f7-27350dd0317b
