lat,lng,Title,City,State,Group,Ideology,Headquarters,Statewide,Year
40.6331249,-89.3985283,Loyal White Knights of the KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2013
40.6331249,-89.3985283,White Boy Society,"",ILLINOIS,"",White Nationalist,"",Yes,2014
40.6331249,-89.3985283,Aryan Strikeforce,"",ILLINOIS,"",Racist Skinhead,"",Yes,2014
40.6331249,-89.3985283,Loyal White Knights of the KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2014
40.6331249,-89.3985283,Blood and Honour Social Club,"",ILLINOIS,Blood & Honour,Racist Skinhead,"",Yes,2015
40.6331249,-89.3985283,Militant Knights KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2015
40.6331249,-89.3985283,Ku Klos Knights of the KKK,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2016
40.6331249,-89.3985283,Soldiers of Odin,"",ILLINOIS,"",Anti-Muslim,"",Yes,2016
40.6331249,-89.3985283,Sons & Daughters of Liberty,"",ILLINOIS,"",White Nationalist,"",Yes,2016
40.6331249,-89.3985283,United Dixie White Knights of the Ku Klux Klan,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2016
40.6331249,-89.3985283,White Boy Society,"",ILLINOIS,"",White Nationalist,"",Yes,2016
40.6331249,-89.3985283,American Guard,"",ILLINOIS,"",General Hate,"",Yes,2017
40.6331249,-89.3985283,The Creativity Movement,"",ILLINOIS,"",Neo-Nazi,"",Yes,2017
40.6331249,-89.3985283,The Daily Stormer,"",ILLINOIS,"",Neo-Nazi,"",Yes,2017
40.6331249,-89.3985283,National Socialist Movement,"",ILLINOIS,National Socialist Movement,Neo-Nazi,"",Yes,2017
40.6331249,-89.3985283,Soldiers of Odin,"",ILLINOIS,"",Anti-Muslim,"",Yes,2017
40.6331249,-89.3985283,Vanguard America,"",ILLINOIS,"",Neo-Nazi,"",Yes,2017
40.6331249,-89.3985283,White Boy Society,"",ILLINOIS,"",White Nationalist,"",Yes,2017
40.6331249,-89.3985283,Soldiers of Odin,"",ILLINOIS,"",Anti-Muslim,"",Yes,2018
40.6331249,-89.3985283,American Guard,"",ILLINOIS,"",General Hate,"",Yes,2018
40.6331249,-89.3985283,Atomwaffen Division,"",ILLINOIS,"",Neo-Nazi,"",Yes,2018
40.6331249,-89.3985283,"Creativity Alliance, The","",ILLINOIS,"",Neo-Nazi,"",Yes,2018
40.6331249,-89.3985283,"Creativity Movement, The","",ILLINOIS,"",Neo-Nazi,"",Yes,2018
40.6331249,-89.3985283,National Socialist Movement,"",ILLINOIS,National Socialist Movement,Neo-Nazi,"",Yes,2018
40.6331249,-89.3985283,Patriot Front,"",ILLINOIS,"",White Nationalist,"",Yes,2018
40.6331249,-89.3985283,White Boy Society,"",ILLINOIS,"",White Nationalist,Yes,Yes,2018
40.6331249,-89.3985283,Soldiers of Odin,"",ILLINOIS,"",Anti-Muslim,"",Yes,2019
40.6331249,-89.3985283,American Christian Dixie Knights of the Ku Klux Klan,"",ILLINOIS,"",Ku Klux Klan,"",Yes,2019
40.6331249,-89.3985283,National Socialist Movement,"",ILLINOIS,National Socialist Movement,Neo-Nazi,"",Yes,2019
40.6331249,-89.3985283,American Defense Skinheads,"",ILLINOIS,"",Racist Skinhead,"",Yes,2019
40.6331249,-89.3985283,Patriot Front,"",ILLINOIS,"",White Nationalist,"",Yes,2019
40.2671941,-86.1349019,Hoosier State Skinheads,"",INDIANA,"",Racist Skinhead,"",Yes,2004
40.2671941,-86.1349019,Hoosier State Skinheads,"",INDIANA,"",Racist Skinhead,"",Yes,2005
40.2671941,-86.1349019,American Thule Society,"",INDIANA,"",Neo-Nazi,"",Yes,2006
40.2671941,-86.1349019,Hoosier State Skinheads,"",INDIANA,"",Racist Skinhead,"",Yes,2006
40.2671941,-86.1349019,Council of Conservative Citizens,"",INDIANA,Council of Conservative Citizens,White Nationalist,"",Yes,2008
40.2671941,-86.1349019,White Boy Society,"",INDIANA,"",White Nationalist,"",Yes,2008
40.2671941,-86.1349019,Council of Conservative Citizens,"",INDIANA,Council of Conservative Citizens,White Nationalist,"",Yes,2009
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2009
40.2671941,-86.1349019,National Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2009
40.2671941,-86.1349019,Supreme White Alliance,"",INDIANA,"",Racist Skinhead,"",Yes,2009
40.2671941,-86.1349019,United Northern and Southern Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2009
40.2671941,-86.1349019,White Boy Society,"",INDIANA,"",White Nationalist,"",Yes,2009
40.2671941,-86.1349019,Aryan Terror Brigade,"",INDIANA,"",Racist Skinhead,"",Yes,2010
40.2671941,-86.1349019,Brotherhood of Klans Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2010
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2010
40.2671941,-86.1349019,Knight Riders Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2010
40.2671941,-86.1349019,National Black Foot Soldier Network,"",INDIANA,"",Black Separatist,"",Yes,2010
40.2671941,-86.1349019,Traditionalist American Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2010
40.2671941,-86.1349019,Aryan Terror Brigade,"",INDIANA,"",Racist Skinhead,"",Yes,2011
40.2671941,-86.1349019,Ku Klos Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2011
40.2671941,-86.1349019,United Knights Of Tennessee Order Of The KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2011
40.2671941,-86.1349019,Aryan Terror Brigade,"",INDIANA,"",Racist Skinhead,"",Yes,2012
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2012
40.2671941,-86.1349019,Knights of the Holy Identity,"",INDIANA,"",Christian Identity,"",Yes,2012
40.2671941,-86.1349019,Ku Klos Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2012
40.2671941,-86.1349019,Southern Kalvary Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2012
40.2671941,-86.1349019,Crew 38,"",INDIANA,"",Racist Skinhead,"",Yes,2013
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2013
40.2671941,-86.1349019,Knights of the Holy Identity,"",INDIANA,"",Christian Identity,"",Yes,2013
40.2671941,-86.1349019,American Freedom Party,"",INDIANA,American Freedom Party,White Nationalist,"",Yes,2014
40.2671941,-86.1349019,Aryan Strikeforce,"",INDIANA,"",Racist Skinhead,"",Yes,2014
40.2671941,-86.1349019,Crew 38,"",INDIANA,"",Racist Skinhead,"",Yes,2014
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2014
40.2671941,-86.1349019,American Freedom Party,"",INDIANA,American Freedom Party,White Nationalist,"",Yes,2015
40.2671941,-86.1349019,Aryan Strikeforce,"",INDIANA,"",Racist Skinhead,"",Yes,2015
40.2671941,-86.1349019,Blood and Honour Social Club,"",INDIANA,Blood & Honour,Racist Skinhead,"",Yes,2015
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2015
40.2671941,-86.1349019,National Socialist Movement,"",INDIANA,National Socialist Movement,Neo-Nazi,"",Yes,2015
40.2671941,-86.1349019,American Freedom Party,"",INDIANA,American Freedom Party,White Nationalist,"",Yes,2016
40.2671941,-86.1349019,Blood and Honour Social Club,"",INDIANA,Blood & Honour,Racist Skinhead,"",Yes,2016
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2016
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2016
40.2671941,-86.1349019,Ku Klos Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2016
40.2671941,-86.1349019,Soldiers of Odin,"",INDIANA,"",Anti-Muslim,"",Yes,2016
40.2671941,-86.1349019,Sons & Daughters of Liberty,"",INDIANA,"",White Nationalist,"",Yes,2016
40.2671941,-86.1349019,United Dixie White Knights of the Ku Klux Klan,"",INDIANA,"",Ku Klux Klan,"",Yes,2016
40.2671941,-86.1349019,Vinlanders Social Club,"",INDIANA,Vinlanders Social Club,Racist Skinhead,"",Yes,2016
40.2671941,-86.1349019,American Freedom Party,"",INDIANA,American Freedom Party,White Nationalist,"",Yes,2017
40.2671941,-86.1349019,American Guard,"",INDIANA,"",General Hate,"",Yes,2017
40.2671941,-86.1349019,Blood and Honour Social Club,"",INDIANA,Blood & Honour,Racist Skinhead,"",Yes,2017
40.2671941,-86.1349019,Confederate 28,"",INDIANA,"",Racist Skinhead,"",Yes,2017
40.2671941,-86.1349019,The Daily Stormer,"",INDIANA,"",Neo-Nazi,"",Yes,2017
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2017
40.2671941,-86.1349019,Fraternal Order of Alt-Knights,"",INDIANA,Fraternal Order of Alt-Knights (FOAK),General Hate,"",Yes,2017
40.2671941,-86.1349019,Gallows Tree Wotansvolk Alliance,"",INDIANA,"",Neo-Volkisch,"",Yes,2017
40.2671941,-86.1349019,Hoosier Headhunters Fight Club,"",INDIANA,"",Neo-Volkisch,"",Yes,2017
40.2671941,-86.1349019,Ku Klos Knights of the KKK,"",INDIANA,"",Ku Klux Klan,"",Yes,2017
40.2671941,-86.1349019,National Socialist Movement,"",INDIANA,National Socialist Movement,Neo-Nazi,"",Yes,2017
40.2671941,-86.1349019,Proud Boys,"",INDIANA,Proud Boys,General Hate,"",Yes,2017
40.2671941,-86.1349019,Soldiers of Odin,"",INDIANA,"",Anti-Muslim,"",Yes,2017
40.2671941,-86.1349019,The Right Stuff,"",INDIANA,"",White Nationalist,"",Yes,2017
40.2671941,-86.1349019,Traditionalist Worker Party,"",INDIANA,Traditionalist Worker Party,Neo-Nazi,"",Yes,2017
40.2671941,-86.1349019,Vanguard America,"",INDIANA,"",Neo-Nazi,"",Yes,2017
40.2671941,-86.1349019,Vinlanders Social Club,"",INDIANA,Vinlanders Social Club,Racist Skinhead,"",Yes,2017
40.2671941,-86.1349019,Wolfhook Life Clothing,"",INDIANA,"",Neo-Nazi,"",Yes,2017
40.2671941,-86.1349019,Soldiers of Odin,"",INDIANA,"",Anti-Muslim,"",Yes,2018
40.2671941,-86.1349019,American Guard,"",INDIANA,"",General Hate,Yes,Yes,2018
40.2671941,-86.1349019,American White Knights of the Ku Klux Klan,"",INDIANA,"",Ku Klux Klan,Yes,Yes,2018
40.2671941,-86.1349019,"Daily Stormer, The","",INDIANA,"",Neo-Nazi,"",Yes,2018
40.2671941,-86.1349019,Traditionalist Worker Party,"",INDIANA,Traditionalist Worker Party,Neo-Nazi,Yes,Yes,2018
40.2671941,-86.1349019,Vanguard America,"",INDIANA,"",Neo-Nazi,Yes,Yes,2018
40.2671941,-86.1349019,"Vanguard America Women's Division","",INDIANA,"",Neo-Nazi,Yes,Yes,2018
40.2671941,-86.1349019,Blood and Honour Social Club,"",INDIANA,Blood & Honour,Racist Skinhead,"",Yes,2018
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2018
40.2671941,-86.1349019,Vinlanders Social Club,"",INDIANA,Vinlanders Social Club,Racist Skinhead,Yes,Yes,2018
40.2671941,-86.1349019,American Freedom Party,"",INDIANA,American Freedom Party,White Nationalist,"",Yes,2018
40.2671941,-86.1349019,The Right Stuff,"",INDIANA,"",White Nationalist,"",Yes,2018
40.2671941,-86.1349019,Proud Boys,"",INDIANA,Proud Boys,General Hate,"",Yes,2019
40.2671941,-86.1349019,American Christian Dixie Knights of the Ku Klux Klan,"",INDIANA,"",Ku Klux Klan,"",Yes,2019
40.2671941,-86.1349019,Nordic Order Knights of the Ku Klux Klan,"",INDIANA,"",Ku Klux Klan,"",Yes,2019
40.2671941,-86.1349019,Asatru Folk Assembly,"",INDIANA,"",Neo-Volkisch,"",Yes,2019
40.2671941,-86.1349019,Blood and Honour Social Club,"",INDIANA,Blood & Honour,Racist Skinhead,"",Yes,2019
40.2671941,-86.1349019,Firm 22,"",INDIANA,"",Racist Skinhead,"",Yes,2019
40.2671941,-86.1349019,Vinlanders Social Club,"",INDIANA,Vinlanders Social Club,Racist Skinhead,"",Yes,2019
40.2671941,-86.1349019,American Identity Movement,"",INDIANA,"",White Nationalist,"",Yes,2019
40.2671941,-86.1349019,Patriot Front,"",INDIANA,"",White Nationalist,"",Yes,2019
41.8780025,-93.097702,Imperial Klans of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2002
41.8780025,-93.097702,Imperial Klans of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2003
41.8780025,-93.097702,Imperial Klans of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2004
41.8780025,-93.097702,Imperial Klans of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2005
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2006
41.8780025,-93.097702,Women for Aryan Unity,"",IOWA,"",Neo-Nazi,"",Yes,2006
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2007
41.8780025,-93.097702,United Realms of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2007
41.8780025,-93.097702,Women for Aryan Unity,"",IOWA,"",Neo-Nazi,"",Yes,2007
41.8780025,-93.097702,Brotherhood of Klans Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2008
41.8780025,-93.097702,National Socialist Movement,"",IOWA,"",Neo-Nazi,"",Yes,2008
41.8780025,-93.097702,"National Socialist Movement Women's Division","",IOWA,"",Neo-Nazi,"",Yes,2008
41.8780025,-93.097702,United Realms of America Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2008
41.8780025,-93.097702,Brotherhood of Klans Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2009
41.8780025,-93.097702,Knights of the Nordic Order,"",IOWA,"",Neo-Nazi,"",Yes,2009
41.8780025,-93.097702,National Socialist Movement,"",IOWA,"",Neo-Nazi,"",Yes,2009
41.8780025,-93.097702,National Socialist Movement,"",IOWA,"",Neo-Nazi,"",Yes,2009
41.8780025,-93.097702,White Boy Society,"",IOWA,"",White Nationalist,"",Yes,2009
41.8780025,-93.097702,American National Socialist Party,"",IOWA,"",Neo-Nazi,"",Yes,2010
41.8780025,-93.097702,Aryan Nations 88,"",IOWA,"",Neo-Nazi,"",Yes,2010
41.8780025,-93.097702,Supreme White Alliance,"",IOWA,"",Racist Skinhead,"",Yes,2010
41.8780025,-93.097702,Volksfront,"",IOWA,"",Racist Skinhead,"",Yes,2010
41.8780025,-93.097702,Supreme White Alliance,"",IOWA,"",Racist Skinhead,"",Yes,2011
41.8780025,-93.097702,Supreme White Alliance,"",IOWA,"",Racist Skinhead,"",Yes,2012
41.8780025,-93.097702,Aryan Strikeforce,"",IOWA,"",Racist Skinhead,"",Yes,2013
41.8780025,-93.097702,Fraternal White Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2013
41.8780025,-93.097702,Loyal White Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2013
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2013
41.8780025,-93.097702,Aryan Strikeforce,"",IOWA,"",Racist Skinhead,"",Yes,2014
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2014
41.8780025,-93.097702,American Front,"",IOWA,"",Racist Skinhead,"",Yes,2015
41.8780025,-93.097702,Loyal White Knights of the KKK,"",IOWA,"",Ku Klux Klan,"",Yes,2015
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2015
41.8780025,-93.097702,Gallows Tree Wotansvolk Alliance,"",IOWA,"",Neo-Volkisch,"",Yes,2016
41.8780025,-93.097702,National Socialist Movement,"",IOWA,National Socialist Movement,Neo-Nazi,"",Yes,2016
41.8780025,-93.097702,The Daily Stormer,"",IOWA,"",Neo-Nazi,"",Yes,2017
41.8780025,-93.097702,Gallows Tree Wotansvolk Alliance,"",IOWA,"",Neo-Volkisch,"",Yes,2017
41.8780025,-93.097702,Gallows Tree Wotansvolk Alliance,"",IOWA,"",General Hate,"",Yes,2018
41.8780025,-93.097702,National Alliance,"",IOWA,National Alliance,Neo-Nazi,"",Yes,2018
41.8780025,-93.097702,National Alliance,"",IOWA,National Alliance,Neo-Nazi,"",Yes,2019
41.8780025,-93.097702,Patriot Front,"",IOWA,"",White Nationalist,"",Yes,2019
39.1155314,-94.6267873,Imperial Klans of America Knights of the KKK,"",KANSAS,"",Ku Klux Klan,"",Yes,2004
39.1155314,-94.6267873,Imperial Klans of America Knights of the KKK,"",KANSAS,"",Ku Klux Klan,"",Yes,2005
39.1155314,-94.6267873,Brotherhood of Klans Knights of the KKK,"",KANSAS,"",Ku Klux Klan,"",Yes,2008
39.1155314,-94.6267873,Brotherhood of Klans Knights of the KKK,"",KANSAS,"",Ku Klux Klan,"",Yes,2009
39.1155314,-94.6267873,National Socialist American Labor Party,"",KANSAS,"",Neo-Nazi,"",Yes,2009
39.1155314,-94.6267873,Aryan Nations 88,"",KANSAS,"",Neo-Nazi,"",Yes,2010
39.1155314,-94.6267873,Brotherhood of Klans Knights of the KKK,"",KANSAS,"",Ku Klux Klan,"",Yes,2010
39.1155314,-94.6267873,Loyal White Knights of the KKK,"",KANSAS,"",Ku Klux Klan,"",Yes,2013
39.1155314,-94.6267873,Traditionalist Worker Party,"",KANSAS,Traditionalist Worker Party,Neo-Nazi,"",Yes,2016
39.1155314,-94.6267873,White Boy Society,"",KANSAS,"",White Nationalist,"",Yes,2016
39.1155314,-94.6267873,The Daily Stormer,"",KANSAS,"",Neo-Nazi,"",Yes,2017
39.1155314,-94.6267873,Midland Hammerskins,"",KANSAS,"",Racist Skinhead,"",Yes,2018
39.1155314,-94.6267873,Identity Evropa,"",KANSAS,Identity Evropa/American Identity Movement,White Nationalist,"",Yes,2018
39.1155314,-94.6267873,Feuerkrieg Division,"",KANSAS,"",Neo-Nazi,"",Yes,2019
37.8393332,-84.2700179,Confederate Hammerskins,"",KENTUCKY,"",Racist Skinhead,"",Yes,2002
37.8393332,-84.2700179,Brotherhood of Klans Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2008
37.8393332,-84.2700179,Supreme White Alliance,"",KENTUCKY,"",Racist Skinhead,"",Yes,2008
37.8393332,-84.2700179,The Knights Order of Klans,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2008
37.8393332,-84.2700179,United Northern and Southern Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2008
37.8393332,-84.2700179,Brotherhood of Klans Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2009
37.8393332,-84.2700179,National Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2009
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,"",Neo-Nazi,"",Yes,2009
37.8393332,-84.2700179,Supreme White Alliance,"",KENTUCKY,"",Racist Skinhead,"",Yes,2009
37.8393332,-84.2700179,Aryan Terror Brigade,"",KENTUCKY,"",Racist Skinhead,"",Yes,2010
37.8393332,-84.2700179,Brotherhood of Klans Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2010
37.8393332,-84.2700179,Knight Riders Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2010
37.8393332,-84.2700179,National Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2010
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,National Socialist Movement,Neo-Nazi,"",Yes,2010
37.8393332,-84.2700179,Supreme White Alliance,"",KENTUCKY,"",Racist Skinhead,"",Yes,2010
37.8393332,-84.2700179,Supreme White Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2010
37.8393332,-84.2700179,Traditionalist American Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2010
37.8393332,-84.2700179,American Third Position,"",KENTUCKY,"",White Nationalist,"",Yes,2011
37.8393332,-84.2700179,Aryan Terror Brigade,"",KENTUCKY,"",Racist Skinhead,"",Yes,2011
37.8393332,-84.2700179,Ku Klos Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2011
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,National Socialist Movement,Neo-Nazi,"",Yes,2011
37.8393332,-84.2700179,Rebel Brigade Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2011
37.8393332,-84.2700179,Supreme White Alliance,"",KENTUCKY,"",Racist Skinhead,"",Yes,2011
37.8393332,-84.2700179,True Invisible Empire Traditionalist American Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2011
37.8393332,-84.2700179,United Knights Of Tennessee Order Of The KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2011
37.8393332,-84.2700179,Aryan Terror Brigade,"",KENTUCKY,"",Racist Skinhead,"",Yes,2012
37.8393332,-84.2700179,Ku Klos Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2012
37.8393332,-84.2700179,Loyal White Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2012
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,National Socialist Movement,Neo-Nazi,"",Yes,2012
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,National Socialist Movement,Neo-Nazi,"",Yes,2012
37.8393332,-84.2700179,Aryan Strikeforce,"",KENTUCKY,"",Racist Skinhead,"",Yes,2013
37.8393332,-84.2700179,Aryan Terror Brigade,"",KENTUCKY,"",Racist Skinhead,"",Yes,2013
37.8393332,-84.2700179,Loyal White Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2013
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,National Socialist Movement,Neo-Nazi,"",Yes,2013
37.8393332,-84.2700179,Supreme White Alliance,"",KENTUCKY,"",Racist Skinhead,"",Yes,2013
37.8393332,-84.2700179,Aryan Nations,"",KENTUCKY,"",Neo-Nazi,"",Yes,2014
37.8393332,-84.2700179,Aryan Strikeforce,"",KENTUCKY,"",Racist Skinhead,"",Yes,2014
37.8393332,-84.2700179,Aryan Terror Brigade,"",KENTUCKY,"",Racist Skinhead,"",Yes,2014
37.8393332,-84.2700179,Creativity Movement,"",KENTUCKY,Creativity Movement,Neo-Nazi,"",Yes,2014
37.8393332,-84.2700179,Loyal White Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2014
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,National Socialist Movement,Neo-Nazi,"",Yes,2014
37.8393332,-84.2700179,Aryan Strikeforce,"",KENTUCKY,"",Racist Skinhead,"",Yes,2015
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,National Socialist Movement,Neo-Nazi,"",Yes,2015
37.8393332,-84.2700179,Original Knight Riders Knights of the KKK,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2015
37.8393332,-84.2700179,Aryan Strikeforce,"",KENTUCKY,"",Racist Skinhead,"",Yes,2016
37.8393332,-84.2700179,Church of the National Knights of the Ku Klux Klan,"",KENTUCKY,Church of the National Knights of the Ku Klux Klan,Ku Klux Klan,"",Yes,2016
37.8393332,-84.2700179,Crew 38,"",KENTUCKY,"",Racist Skinhead,"",Yes,2016
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,National Socialist Movement,Neo-Nazi,"",Yes,2016
37.8393332,-84.2700179,Supreme White Alliance,"",KENTUCKY,"",Racist Skinhead,"",Yes,2016
37.8393332,-84.2700179,Church of the National Knights of the Ku Klux Klan,"",KENTUCKY,Church of the National Knights of the Ku Klux Klan,Ku Klux Klan,"",Yes,2017
37.8393332,-84.2700179,The Daily Stormer,"",KENTUCKY,"",Neo-Nazi,"",Yes,2017
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,National Socialist Movement,Neo-Nazi,"",Yes,2017
37.8393332,-84.2700179,Church of the National Knights of the Ku Klux Klan,"",KENTUCKY,Church of the National Knights of the Ku Klux Klan,Ku Klux Klan,"",Yes,2018
37.8393332,-84.2700179,Atomwaffen Division,"",KENTUCKY,"",Neo-Nazi,"",Yes,2018
37.8393332,-84.2700179,Traditionalist Worker Party,"",KENTUCKY,Traditionalist Worker Party,Neo-Nazi,"",Yes,2018
37.8393332,-84.2700179,Identity Evropa,"",KENTUCKY,Identity Evropa/American Identity Movement,White Nationalist,"",Yes,2018
37.8393332,-84.2700179,Patriot Front,"",KENTUCKY,"",White Nationalist,"",Yes,2018
37.8393332,-84.2700179,American Christian Dixie Knights of the Ku Klux Klan,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2019
37.8393332,-84.2700179,Church of the National Knights of the Ku Klux Klan,"",KENTUCKY,Church of the National Knights of the Ku Klux Klan,Ku Klux Klan,"",Yes,2019
37.8393332,-84.2700179,Nordic Order Knights of the Ku Klux Klan,"",KENTUCKY,"",Ku Klux Klan,"",Yes,2019
37.8393332,-84.2700179,National Socialist Movement,"",KENTUCKY,National Socialist Movement,Neo-Nazi,"",Yes,2019
37.8393332,-84.2700179,Asatru Folk Assembly,"",KENTUCKY,"",Neo-Volkisch,"",Yes,2019
37.8393332,-84.2700179,American Identity Movement,"",KENTUCKY,"",White Nationalist,"",Yes,2019
37.8393332,-84.2700179,Patriot Front,"",KENTUCKY,"",White Nationalist,"",Yes,2019
30.9842977,-91.9623327,Imperial Klans of America Knights of the KKK,"",LOUISIANA,"",Ku Klux Klan,"",Yes,2004
30.9842977,-91.9623327,Imperial Klans of America Knights of the KKK,"",LOUISIANA,"",Ku Klux Klan,"",Yes,2005
30.9842977,-91.9623327,Council of Conservative Citizens,"",LOUISIANA,Council of Conservative Citizens,White Nationalist,"",Yes,2007
30.9842977,-91.9623327,National Alliance,"",LOUISIANA,National Alliance,Neo-Nazi,"",Yes,2007
30.9842977,-91.9623327,Brotherhood of Klans Knights of the KKK,"",LOUISIANA,"",Ku Klux Klan,"",Yes,2008
30.9842977,-91.9623327,Council of Conservative Citizens,"",LOUISIANA,Council of Conservative Citizens,White Nationalist,"",Yes,2008
30.9842977,-91.9623327,New Black Panther Party,"",LOUISIANA,New Black Panther Party,Black Separatist,"",Yes,2008
30.9842977,-91.9623327,United Northern and Southern Knights of the KKK,"",LOUISIANA,"",Ku Klux Klan,"",Yes,2008
30.9842977,-91.9623327,Aryan Nations 88,"",LOUISIANA,"",Neo-Nazi,"",Yes,2009
30.9842977,-91.9623327,Aryan Nations Revival,"",LOUISIANA,"",Christian Identity,"",Yes,2009
30.9842977,-91.9623327,Brotherhood of Klans Knights of the KKK,"",LOUISIANA,"",Ku Klux Klan,"",Yes,2009
30.9842977,-91.9623327,Council of Conservative Citizens,"",LOUISIANA,Council of Conservative Citizens,White Nationalist,"",Yes,2009
30.9842977,-91.9623327,Jewish Defense League,"",LOUISIANA,"",General Hate,"",Yes,2009
30.9842977,-91.9623327,M.A.C.S. Klan Merchandise,"",LOUISIANA,"",General Hate,"",Yes,2009
30.9842977,-91.9623327,New Black Panther Party,"",LOUISIANA,New Black Panther Party,Black Separatist,"",Yes,2009
30.9842977,-91.9623327,Supreme White Alliance,"",LOUISIANA,"",Racist Skinhead,"",Yes,2009
