lat,lng,Title,City,State,Group,Ideology,Headquarters,Statewide,Year
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2009
38.1353972,-80.2131261,National Vanguard Books,Hillsboro,WEST VIRGINIA,"",General Hate,"","",2009
38.1353972,-80.2131261,Resistance Records,Hillsboro,WEST VIRGINIA,"",Hate Music,"","",2009
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2010
38.1353972,-80.2131261,National Vanguard Books,Hillsboro,WEST VIRGINIA,"",General Hate,"","",2010
38.1353972,-80.2131261,Resistance Records,Hillsboro,WEST VIRGINIA,"",Hate Music,"","",2010
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2011
38.1353972,-80.2131261,National Vanguard Books,Hillsboro,WEST VIRGINIA,"",General Hate,"","",2011
38.1353972,-80.2131261,Resistance Records,Hillsboro,WEST VIRGINIA,"",Hate Music,"","",2011
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2012
38.1353972,-80.2131261,National Vanguard Books,Hillsboro,WEST VIRGINIA,"",General Hate,"","",2012
38.1353972,-80.2131261,Resistance Records,Hillsboro,WEST VIRGINIA,"",Hate Music,"","",2012
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2013
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2014
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2015
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2016
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2017
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2018
38.1353972,-80.2131261,National Alliance,Hillsboro,WEST VIRGINIA,National Alliance,Neo-Nazi,"","",2019
27.9903597,-82.3017728,League of the South,Hillsborough County,FLORIDA,League of the South,Neo-Confederate,"","",2000
43.114728,-71.895049,Christians and Jews United for Israel,Hillsborough,NEW HAMPSHIRE,"",Anti-Muslim,"","",2017
38.0764762,-85.6813239,Imperial Klans of America Knights of the KKK,Hillview,KENTUCKY,"",Ku Klux Klan,"","",2000
35.4714415,-98.3556162,Brotherhood of Klans Knights of the KKK,Hinton,OKLAHOMA,"",Ku Klux Klan,"","",2004
35.4714415,-98.3556162,Brotherhood of Klans Knights of the KKK,Hinton,OKLAHOMA,"",Ku Klux Klan,"","",2005
35.4714415,-98.3556162,Brotherhood of Klans Knights of the KKK,Hinton,OKLAHOMA,"",Ku Klux Klan,"","",2006
35.4714415,-98.3556162,Brotherhood of Klans Knights of the KKK,Hinton,OKLAHOMA,"",Ku Klux Klan,"","",2007
35.4714415,-98.3556162,Brotherhood of Klans Knights of the KKK,Hinton,OKLAHOMA,"",Ku Klux Klan,"","",2008
33.8756601,-84.7621592,Hammerskin Nation,Hiram,GEORGIA,"",Racist Skinhead,"","",2000
33.8756601,-84.7621592,Free Knights of the KKK,Hiram,GEORGIA,"",Ku Klux Klan,"","",2001
33.8756601,-84.7621592,Free Knights of the KKK,Hiram,GEORGIA,"",Ku Klux Klan,"","",2002
33.8756601,-84.7621592,Free Knights of the KKK,Hiram,GEORGIA,"",Ku Klux Klan,"","",2003
33.8756601,-84.7621592,Free Knights of the KKK,Hiram,GEORGIA,"",Ku Klux Klan,"","",2004
33.8756601,-84.7621592,Free Knights of the KKK,Hiram,GEORGIA,"",Ku Klux Klan,"","",2005
33.8756601,-84.7621592,Free Knights of the KKK,Hiram,GEORGIA,"",Ku Klux Klan,"","",2006
33.8756601,-84.7621592,Free Knights of the KKK,Hiram,GEORGIA,"",Ku Klux Klan,"","",2007
35.137265,-85.2368219,Ku Klos Knights of the KKK,Hixson,TENNESSEE,"",Ku Klux Klan,"","",2016
40.7439905,-74.0323626,National Socialist Movement,Hoboken,NEW JERSEY,"",Neo-Nazi,"","",2009
35.5478513,-87.5519628,Fraternal White Knights of the KKK,Hohenwald,TENNESSEE,"",Ku Klux Klan,"","",2009
35.5478513,-87.5519628,True Invisible Empire Knights of the KKK,Hohenwald,TENNESSEE,"",Ku Klux Klan,"","",2010
35.5478513,-87.5519628,True Invisible Empire Knights of the KKK,Hohenwald,TENNESSEE,"",Ku Klux Klan,"","",2011
40.8123205,-73.0784429,Wolf Tyr Productions,Holbrook,NEW YORK,"",Hate Music,"","",2016
40.8123205,-73.0784429,Wolf Tyr Productions,Holbrook,NEW YORK,"",Hate Music,"","",2017
40.8123205,-73.0784429,Wolf Tyr Productions,Holbrook,NEW YORK,"",Hate Music,"","",2018
35.0803617,-96.3991765,United White Knights of the KKK,Holdenville,OKLAHOMA,"",Ku Klux Klan,"","",2009
35.0803617,-96.3991765,United White Knights of the KKK,Holdenville,OKLAHOMA,"",Ku Klux Klan,"","",2010
35.0803617,-96.3991765,United White Knights of the KKK,Holdenville,OKLAHOMA,"",Ku Klux Klan,"","",2012
40.5945209,-75.1168013,National Socialist Movement,Holland Township,NEW JERSEY,National Socialist Movement,Neo-Nazi,"","",2011
40.5945209,-75.1168013,National Socialist Movement,Holland Township,NEW JERSEY,National Socialist Movement,Neo-Nazi,"","",2012
40.5945209,-75.1168013,National Socialist Movement,Holland Township,NEW JERSEY,National Socialist Movement,Neo-Nazi,"","",2013
40.5945209,-75.1168013,National Socialist Movement,Holland,NEW JERSEY,National Socialist Movement,Neo-Nazi,"","",2014
34.7675967,-89.4486894,Council of Conservative Citizens,Holly Springs,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2000
34.7675967,-89.4486894,Council of Conservative Citizens,Holly Springs,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2002
34.7675967,-89.4486894,Council of Conservative Citizens,Holly Springs,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2003
34.7675967,-89.4486894,Nation of Islam,Holly Springs,MISSISSIPPI,Nation of Islam,Black Separatist,"","",2003
34.7675967,-89.4486894,Council of Conservative Citizens,Holly Springs,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2004
34.7675967,-89.4486894,Council of Conservative Citizens,Holly Springs,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2010
34.7675967,-89.4486894,Council of Conservative Citizens,Holly Springs,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2011
34.7675967,-89.4486894,Nation of Islam,Holly Springs,MISSISSIPPI,Nation of Islam,Black Separatist,"","",2011
34.7675967,-89.4486894,Council of Conservative Citizens,Holly Springs,MISSISSIPPI,Council of Conservative Citizens,White Nationalist,"","",2012
34.7675967,-89.4486894,Nation of Islam,Holly Springs,MISSISSIPPI,Nation of Islam,Black Separatist,"","",2015
34.7675967,-89.4486894,Nation of Islam,Holly Springs,MISSISSIPPI,Nation of Islam,Black Separatist,"","",2016
34.7675967,-89.4486894,League of the South,Holly Springs,MISSISSIPPI,League of the South,Neo-Confederate,"","",2017
34.7675967,-89.4486894,Nation of Islam,Holly Springs,MISSISSIPPI,Nation of Islam,Black Separatist,"","",2017
34.7675967,-89.4486894,League of the South,Holly Springs,MISSISSIPPI,League of the South,Neo-Confederate,"","",2018
34.7675967,-89.4486894,League of the South,Holly Springs,MISSISSIPPI,League of the South,Neo-Confederate,"","",2019
35.6512655,-78.8336218,Karolina Knights of the KKK,Holly Springs,NORTH CAROLINA,"",Ku Klux Klan,"","",2015
26.0112014,-80.1494901,National Skinhead Front,Hollywood,FLORIDA,"",Racist Skinhead,"","",2001
26.0112014,-80.1494901,Orion Knights of the KKK,Hollywood,FLORIDA,"",Ku Klux Klan,"","",2003
26.0112014,-80.1494901,"Citizens' Action Group of South Florida",Hollywood,FLORIDA,"",Anti-Muslim,"","",2017
26.0112014,-80.1494901,"Citizens' Action Group of South Florida",Hollywood,FLORIDA,"",Anti-Muslim,Yes,"",2018
39.4527802,-94.3421687,League of the South,Holt,MISSOURI,League of the South,Neo-Confederate,"","",2004
39.4527802,-94.3421687,League of the South,Holt,MISSOURI,League of the South,Neo-Confederate,"","",2005
39.4527802,-94.3421687,League of the South,Holt,MISSOURI,League of the South,Neo-Confederate,"","",2006
39.4527802,-94.3421687,League of the South,Holt,MISSOURI,League of the South,Neo-Confederate,"","",2007
39.4527802,-94.3421687,League of the South,Holt,MISSOURI,League of the South,Neo-Confederate,"","",2008
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2000
32.7918133,-93.055718,Confederate Crusaders,Homer,LOUISIANA,"",Ku Klux Klan,"","",2000
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2001
32.7918133,-93.055718,Confederate Crusaders,Homer,LOUISIANA,"",Ku Klux Klan,"","",2001
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2002
32.7918133,-93.055718,Confederate Crusaders,Homer,LOUISIANA,"",Ku Klux Klan,"","",2002
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2003
32.7918133,-93.055718,Confederate Crusaders,Homer,LOUISIANA,"",Ku Klux Klan,"","",2003
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2004
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2004
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2005
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2005
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2006
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2007
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2008
32.7918133,-93.055718,United White Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2009
32.7918133,-93.055718,Bayou Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2010
32.7918133,-93.055718,United White Knights of the KKK,Homer,LOUISIANA,"",Ku Klux Klan,"","",2010
38.5328674,-81.8612444,Imperial Klans of America Knights of the KKK,Hometown,WEST VIRGINIA,"",Ku Klux Klan,"","",2002
38.5328674,-81.8612444,Imperial Klans of America Knights of the KKK,Hometown,WEST VIRGINIA,"",Ku Klux Klan,"","",2003
28.8037059,-82.5761369,Souther White Knights of the Ku Klux Klan,Homosassa Springs,FLORIDA,"",Ku Klux Klan,"","",2003
28.8037059,-82.5761369,Empire Knights of the KKK,Homosassa Springs,FLORIDA,"",Ku Klux Klan,"","",2005
28.8037059,-82.5761369,Empire Knights of the KKK,Homosassa Springs,FLORIDA,"",Ku Klux Klan,"","",2006
28.8037059,-82.5761369,Empire Knights of the KKK,Homosassa Springs,FLORIDA,"",Ku Klux Klan,"","",2007
28.8037059,-82.5761369,Empire Knights of the KKK,Homosassa Springs,FLORIDA,"",Ku Klux Klan,"","",2009
28.8037059,-82.5761369,Empire Knights of the KKK,Homosassa Springs,FLORIDA,"",Ku Klux Klan,"","",2010
28.8037059,-82.5761369,Empire Knights of the KKK,Homosassa Springs,FLORIDA,"",Ku Klux Klan,"","",2011
28.7813722,-82.6151001,National Knights of the KKK,Homosassa,FLORIDA,"",Ku Klux Klan,"","",2003
28.7813722,-82.6151001,Southern White Knights of the KKK,Homosassa,FLORIDA,"",Ku Klux Klan,"","",2004
41.5767552,-75.2587871,Rebel Brigade Knights of the KKK,Honesdale,PENNSYLVANIA,"",Ku Klux Klan,"","",2012
21.3069444,-157.8583333,National Association for the Advancement of White People,Honolulu,HAWAII,"",White Nationalist,"","",2000
21.3069444,-157.8583333,National Association for the Advancement of White People,Honolulu,HAWAII,"",White Nationalist,"","",2001
21.3069444,-157.8583333,Israelite School of Universal Practical Knowledge,Honolulu,HAWAII,"",Black Separatist,"","",2017
21.3069444,-157.8583333,Great Millstone,Honolulu,HAWAII,"",Black Separatist,"","",2018
21.3069444,-157.8583333,Israel United In Christ,Honolulu,HAWAII,"",Black Separatist,"","",2018
21.3069444,-157.8583333,Great Millstone,Honolulu,HAWAII,"",Black Separatist,"","",2019
21.3069444,-157.8583333,Israel United In Christ,Honolulu,HAWAII,"",Black Separatist,"","",2019
33.4053867,-86.8113781,Our Race is Our Nation,Hoover,ALABAMA,"",White Nationalist,"","",2006
33.6670615,-93.5915665,Revolutionary Black Panther Party,Hope,ARKANSAS,"",Black Separatist,Yes,"",2018
33.6670615,-93.5915665,Revolutionary Black Panther Party,Hope,ARKANSAS,"",Black Separatist,Yes,"",2019
41.5839823,-73.8087442,The Right Stuff,Hopewell Junction,NEW YORK,"",White Nationalist,"","",2017
41.5839823,-73.8087442,The Right Stuff,Hopewell Junction,NEW YORK,"",White Nationalist,Yes,"",2018
41.5839823,-73.8087442,The Right Stuff,Hopewell Junction,NEW YORK,"",White Nationalist,Yes,"",2019
42.2286954,-71.5225646,ACT for America,Hopkinton,MASSACHUSETTS,"ACT for America ",Anti-Muslim,"","",2019
43.1947744,-71.691066,ACT for America,Hopkinton,NEW HAMPSHIRE,"ACT for America ",Anti-Muslim,"","",2018
34.9553719,-90.0348139,Nation of Islam,Horn Lake,MISSISSIPPI,Nation of Islam,Black Separatist,"","",2011
34.9553719,-90.0348139,Nation of Islam,Horn Lake,MISSISSIPPI,Nation of Islam,Black Separatist,"","",2014
34.9553719,-90.0348139,Church of the National Knights of the Ku Klux Klan,Horn Lake,MISSISSIPPI,Church of the National Knights of the Ku Klux Klan,Ku Klux Klan,"","",2016
33.9196567,-78.9288242,League of the South,Horry County,SOUTH CAROLINA,League of the South,Neo-Confederate,"","",2002
34.5037004,-93.0551795,League of the South,Hot Springs,ARKANSAS,League of the South,Neo-Confederate,"","",2003
34.5037004,-93.0551795,League of the South,Hot Springs,ARKANSAS,League of the South,Neo-Confederate,"","",2004
34.5037004,-93.0551795,League of the South,Hot Springs,ARKANSAS,League of the South,Neo-Confederate,"","",2005
34.5037004,-93.0551795,League of the South,Hot Springs,ARKANSAS,League of the South,Neo-Confederate,"","",2006
34.5037004,-93.0551795,League of the South,Hot Springs,ARKANSAS,League of the South,Neo-Confederate,"","",2007
34.5037004,-93.0551795,League of the South,Hot Springs,ARKANSAS,League of the South,Neo-Confederate,"","",2009
34.5037004,-93.0551795,League of the South,Hot Springs,ARKANSAS,League of the South,Neo-Confederate,"","",2010
29.7604267,-95.3698028,Gospel Broadcasting Association,Housotn,TEXAS,"",Christian Identity,"","",2000
37.3261588,-91.955988,Faith Baptist Church and Ministry,Houston,MISSOURI,"",Christian Identity,"","",2000
37.3261588,-91.955988,Faith Baptist Church and Ministry,Houston,MISSOURI,"",Christian Identity,"","",2004
37.3261588,-91.955988,Faith Baptist Church and Ministry,Houston,MISSOURI,"",Christian Identity,"","",2005
37.3261588,-91.955988,Faith Baptist Church and Ministry,Houston,MISSOURI,"",Christian Identity,"","",2011
37.3261588,-91.955988,Faith Baptist Church and Ministry,Houston,MISSOURI,"",Christian Identity,"","",2012
37.3261588,-91.955988,Faith Baptist Church and Ministry,Houston,MISSOURI,"",Christian Identity,"","",2013
37.3261588,-91.955988,Faith Baptist Church and Ministry,Houston,MISSOURI,"",Christian Identity,"","",2014
37.3261588,-91.955988,Faith Baptist Church and Ministry,Houston,MISSOURI,"",Christian Identity,"","",2015
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2000
29.7604267,-95.3698028,National Alliance,Houston,TEXAS,National Alliance,Neo-Nazi,"","",2000
29.7604267,-95.3698028,National Organization for European American Rights,Houston,TEXAS,"",General Hate,"","",2000
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2000
29.7604267,-95.3698028,European-American Unity and Rights Organization,Houston,TEXAS,"",White Nationalist,"","",2001
29.7604267,-95.3698028,Gospel Broadcasting Association,Houston,TEXAS,"",Christian Identity,"","",2001
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2001
29.7604267,-95.3698028,National Alliance,Houston,TEXAS,National Alliance,Neo-Nazi,"","",2001
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2001
29.7604267,-95.3698028,Gospel Broadcasting Association,Houston,TEXAS,"",Christian Identity,"","",2002
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2002
29.7604267,-95.3698028,National Alliance,Houston,TEXAS,National Alliance,Neo-Nazi,"","",2002
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2002
29.7604267,-95.3698028,Gospel Broadcasting Association,Houston,TEXAS,"",Christian Identity,"","",2003
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2003
29.7604267,-95.3698028,National Alliance,Houston,TEXAS,National Alliance,Neo-Nazi,"","",2003
29.7604267,-95.3698028,New Black Panty Party,Houston,TEXAS,"",Black Separatist,"","",2003
29.7604267,-95.3698028,Women for Aryan Unity,Houston,TEXAS,"",Neo-Nazi,"","",2003
29.7604267,-95.3698028,Gospel Broadcasting Association,Houston,TEXAS,"",Christian Identity,"","",2004
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2004
29.7604267,-95.3698028,National Alliance,Houston,TEXAS,National Alliance,Neo-Nazi,"","",2004
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2004
29.7604267,-95.3698028,Gospel Broadcasting Association,Houston,TEXAS,"",Christian Identity,"","",2005
29.7604267,-95.3698028,Imperial Klans of America Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2005
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2005
29.7604267,-95.3698028,National Alliance,Houston,TEXAS,National Alliance,Neo-Nazi,"","",2005
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2005
29.7604267,-95.3698028,Aryan Nations,Houston,TEXAS,"",Neo-Nazi,"","",2006
29.7604267,-95.3698028,Confederate Hammerskins,Houston,TEXAS,"",Racist Skinhead,"","",2006
29.7604267,-95.3698028,Gospel Broadcasting Association,Houston,TEXAS,"",Christian Identity,"","",2006
29.7604267,-95.3698028,Imperial Klans of America Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2006
29.7604267,-95.3698028,LoneStar State Skinheads,Houston,TEXAS,"",Racist Skinhead,"","",2006
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2006
29.7604267,-95.3698028,National Alliance,Houston,TEXAS,National Alliance,Neo-Nazi,"","",2006
29.7604267,-95.3698028,National Socialist Movement,Houston,TEXAS,National Socialist Movement,Neo-Nazi,"","",2006
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2006
29.7604267,-95.3698028,White Camelia Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2006
29.7604267,-95.3698028,Aryan Nations,Houston,TEXAS,"",Neo-Nazi,"","",2007
29.7604267,-95.3698028,Confederate Hammerskins,Houston,TEXAS,"",Racist Skinhead,"","",2007
29.7604267,-95.3698028,Gospel Broadcasting Association,Houston,TEXAS,"",Christian Identity,"","",2007
29.7604267,-95.3698028,Imperial Klans of America Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2007
29.7604267,-95.3698028,LoneStar State Skinheads,Houston,TEXAS,"",Racist Skinhead,"","",2007
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2007
29.7604267,-95.3698028,National Alliance,Houston,TEXAS,National Alliance,Neo-Nazi,"","",2007
29.7604267,-95.3698028,National Socialist Movement,Houston,TEXAS,National Socialist Movement,Neo-Nazi,"","",2007
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2007
29.7604267,-95.3698028,United White Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2007
29.7604267,-95.3698028,Aryan Nations,Houston,TEXAS,"",Neo-Nazi,"","",2008
29.7604267,-95.3698028,Confederate Hammerskins,Houston,TEXAS,"",Racist Skinhead,"","",2008
29.7604267,-95.3698028,Gospel Broadcasting Association,Houston,TEXAS,"",Christian Identity,"","",2008
29.7604267,-95.3698028,Imperial Klans of America Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2008
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2008
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2008
29.7604267,-95.3698028,United White Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2008
29.7604267,-95.3698028,Aryan Frontline Skinheads,Houston,TEXAS,"",Racist Skinhead,"","",2009
29.7604267,-95.3698028,Imperial Klans of America Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2009
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2009
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2009
29.7604267,-95.3698028,United White Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2009
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2010
29.7604267,-95.3698028,National Black Foot Soldier Network,Houston,TEXAS,"",Black Separatist,"","",2010
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2010
29.7604267,-95.3698028,United White Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2010
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2011
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2011
29.7604267,-95.3698028,United White Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2011
29.7604267,-95.3698028,Lone Star United,Houston,TEXAS,"",Racist Skinhead,"","",2012
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2012
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2012
29.7604267,-95.3698028,United White Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2012
29.7604267,-95.3698028,Lone Star United,Houston,TEXAS,"",Racist Skinhead,"","",2013
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2013
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2013
29.7604267,-95.3698028,Traditionalist American Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2013
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2014
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2014
29.7604267,-95.3698028,Conservative Republicans of Texas,Houston,TEXAS,"",Anti-LGBTQ,"","",2015
29.7604267,-95.3698028,Israel United In Christ,Houston,TEXAS,"",Black Separatist,"","",2015
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2015
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2015
29.7604267,-95.3698028,Stop the Islamization of the World,Houston,TEXAS,"",Anti-Muslim,"","",2015
29.7604267,-95.3698028,United White Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2015
29.7604267,-95.3698028,ACT for America,Houston,TEXAS,"ACT for America ",Anti-Muslim,"","",2016
29.7604267,-95.3698028,Conservative Republicans of Texas,Houston,TEXAS,"",Anti-LGBTQ,"","",2016
29.7604267,-95.3698028,Israel United In Christ,Houston,TEXAS,"",Black Separatist,"","",2016
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2016
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2016
29.7604267,-95.3698028,Stop the Islamization of the World,Houston,TEXAS,"",Anti-Muslim,"","",2016
29.7604267,-95.3698028,ACT for America,Houston,TEXAS,"ACT for America ",Anti-Muslim,"","",2017
29.7604267,-95.3698028,Black Riders Liberation Party,Houston,TEXAS,"",Black Separatist,"","",2017
29.7604267,-95.3698028,Conservative Republicans of Texas,Houston,TEXAS,"",Anti-LGBTQ,"","",2017
29.7604267,-95.3698028,Great Millstone,Houston,TEXAS,"",Black Separatist,"","",2017
29.7604267,-95.3698028,Israel United In Christ,Houston,TEXAS,"",Black Separatist,"","",2017
29.7604267,-95.3698028,Israelite School of Universal Practical Knowledge,Houston,TEXAS,"",Black Separatist,"","",2017
29.7604267,-95.3698028,Loyal White Knights of the KKK,Houston,TEXAS,"",Ku Klux Klan,"","",2017
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2017
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,"","",2017
29.7604267,-95.3698028,New Black Panther Party for Self Defense,Houston,TEXAS,"",Black Separatist,"","",2017
29.7604267,-95.3698028,Soldiers of Odin,Houston,TEXAS,"",Anti-Muslim,"","",2017
29.7604267,-95.3698028,Texans for Immigration Reduction and Enforcement,Houston,TEXAS,"",Anti-Immigrant,"","",2017
29.7604267,-95.3698028,The Right Stuff,Houston,TEXAS,"",White Nationalist,"","",2017
29.7604267,-95.3698028,Conservative Republicans of Texas,Houston,TEXAS,"",Anti-LGBTQ,Yes,"",2018
29.7604267,-95.3698028,ACT for America,Houston,TEXAS,"ACT for America ",Anti-Muslim,"","",2018
29.7604267,-95.3698028,Black Riders Liberation Party,Houston,TEXAS,"",Black Separatist,"","",2018
29.7604267,-95.3698028,Great Millstone,Houston,TEXAS,"",Black Separatist,"","",2018
29.7604267,-95.3698028,Israel United In Christ,Houston,TEXAS,"",Black Separatist,"","",2018
29.7604267,-95.3698028,Israelite School of Universal Practical Knowledge,Houston,TEXAS,"",Black Separatist,"","",2018
29.7604267,-95.3698028,Mountains of Israel,Houston,TEXAS,"",Black Separatist,Yes,"",2018
29.7604267,-95.3698028,Nation of Islam,Houston,TEXAS,Nation of Islam,Black Separatist,"","",2018
29.7604267,-95.3698028,New Black Panther Party,Houston,TEXAS,New Black Panther Party,Black Separatist,Yes,"",2018
29.7604267,-95.3698028,New Black Panther Party for Self Defense,Houston,TEXAS,"",Black Separatist,"","",2018
29.7604267,-95.3698028,Texans for Immigration Reduction and Enforcement,Houston,TEXAS,"",Anti-Immigrant,"","",2018
29.7604267,-95.3698028,Proud Boys,Houston,TEXAS,Proud Boys,General Hate,"","",2018
29.7604267,-95.3698028,A Voice For Men,Houston,TEXAS,"",Male Supremacy,"","",2018
29.7604267,-95.3698028,The Right Stuff,Houston,TEXAS,"",White Nationalist,"","",2018
